Keyword,Language,Username,Location,Hashtags,Fulltext,Create at,Sentiment,Totalretweet,Totalfavorite
news,th,amarintvhd,,"['AmarinTV34', 'อมรินทร์ทีวีเอชดีช่อง34', 'AmarinNews', 'อากาศวันนี้', 'สภาพอากาศวันนี้', 'พยากรณ์อากาศ']","สภาพอากาศวันนี้ 24 เม.ย.65 เตือน 26 จังหวัดระวังฝน ไทยตอนบนร้อนขึ้น

#AmarinTV34 #อมรินทร์ทีวีเอชดีช่อง34 #AmarinNews #อากาศวันนี้ #สภาพอากาศวันนี้ #พยากรณ์อากาศ

https://t.co/vdXgeX9PCN",04/24/2022,negative,1,5
news,th,naewna_news,"กรุงเทพมหานคร, ประเทศไทย","['เลือกตั้ง', 'เลือกตั้งกรุงเทพฯ', 'เลือกตั้งผู้ว่ากทม', 'คนต่างจังหวัด', 'เลือกตั้งผู้ว่า', 'โพล', 'นิด้าโพล']","คลิกอ่านที่นี่ https://t.co/dQYRDk2Sxz 

#เลือกตั้ง #เลือกตั้งกรุงเทพฯ #เลือกตั้งผู้ว่ากทม #คนต่างจังหวัด #เลือกตั้งผู้ว่า #โพล #นิด้าโพล

ฟังเสียง‘คนตจว.’!นิด้าโพลเปิดผลสำรวจอยาก‘เลือกตั้งผู้ว่าฯ’ของตนเองหรือไม่? https://t.co/lVlViwAuKE",04/24/2022,neutral,1,1
news,th,thsabuy,,[],ลือ Microsoft เริ่มขยับพัฒนา Xbox รุ่นพกพาอย่างจริงจัง - https://t.co/e3CkIinVuq https://t.co/CYUnsEUOci,04/24/2022,positive,0,0
news,th,zazamiczaa,,[],"น้ำตาซึมนะ! “คริส” ลงรูปคู่ “สิงโต” พร้อมแคปชั่นแสนดีต่อใจ
 https://t.co/4sk8iAAWkU",04/24/2022,positive,60,49
news,th,daradaily,"Bangkok, Thailand","['ดาราเดลี่', 'daradaily', 'ข่าวบันเทิง', 'ชมพู่อารยา', 'น้องอาบิเกล', 'อาบิเกล']","แห่เมนต์ “น้องอาบิเกล”  แฝดพี่ยุ 

อ่านข่าวต่อ : https://t.co/f6vw5hslRV

#ดาราเดลี่ #daradaily  #ข่าวบันเทิง  #ชมพู่อารยา #น้องอาบิเกล #อาบิเกล",04/24/2022,neutral,0,17
news,th,thsabuy,,[],For Honor ปล่อย DLC ใหม่ ฤดูหนาวแสนสงบกับการเยือนของเรือปริศนา - https://t.co/MwUGfQzCkC https://t.co/hmy0y0Zitg,04/24/2022,positive,0,0
news,th,tnnthailand,Bangkok,"['ฝนตก', 'สภาพอากาศ', 'พยากรณ์อากาศ', 'TNN', 'TNNONLINE', 'TNNThailand', 'TNNช่อง16']","พยากรณ์อากาศวันนี้และ 7 วันข้างหน้า ภาคเหนือร้อนจัด สูงสุด 40 องศาฯ กทม.กลางวันฟ้าหลัว ร้อนสุด 37 องศาฯ ทั่วไทยฝนตก 10-20%
https://t.co/XXeGUvJNBu

#ฝนตก #สภาพอากาศ #พยากรณ์อากาศ #TNN #TNNONLINE #TNNThailand #TNNช่อง16 https://t.co/C2I1krMqWM",04/24/2022,neutral,4,14
news,th,INNNEWS,"กรุงเทพมหานคร, ประเทศไทย","['พยากรณ์อากาศ', 'กรมอุตุนิยมวิทยา', 'iNNNews', 'ไม่พลาดทุกเรื่องอินเทรนด์']","ไทยตอนบนอุณหภูมิสูงขึ้น ร้อนจัดบางพื้นที่และมีฝนฟ้าคะนองในบางแห่ง

https://t.co/oEbpt46Ftv

#พยากรณ์อากาศ
#กรมอุตุนิยมวิทยา
#iNNNews 
#ไม่พลาดทุกเรื่องอินเทรนด์ https://t.co/aShkKcE05g",04/24/2022,positive,2,3
news,th,thaipost,Thailand,['กรองสถานการณ์'],"ขั้วรัฐบาลระส่ำตัดแต้มกันเอง สารพัดการเมืองบีบ 'บิ๊กตู่' https://t.co/GQHIHvkNay 
#กรองสถานการณ์",04/24/2022,neutral,1,1
news,th,thsabuy,,[],Fantasy Life Online เปิดให้ดาวน์โหลดล่วงหน้าบนสโตร์มือถือไทย - https://t.co/GnvOXBL0vo https://t.co/Lu2ogf9IRv,04/24/2022,neutral,0,0
