Keyword,Language,Username,Location,Hashtags,Fulltext,Create at,Sentiment,Totalretweet,Totalfavorite
news,th,happyeatter,"Ramkamhang174,  BKK., THAILAND",[],@Thairath_News อยู่มากี่ปีแล้ว ถ้าทำให้ดีไม่ได้ ใช่เวลานานเกินเปลื่องค่าจ้าง จะใช่เวลาทั้งชีวิตรที่เหลือของคุณเหรอครับถึงจะทำได้,05/04/2022,positive,0,1
news,th,PPTVHD36,Bangkok,"['PPTVHD36', 'ช่อง36', 'เรื่องข่าวเรื่องใหญ่', 'บอร์นมัธ', 'เลื่อนชั้น', 'พรีเมียร์ลีก']","""บอร์นมัธ"" เลื่อนชั้นกลับสู่พรีเมียร์ลีกฤดูกาลหน้า

https://t.co/mP0H0tg8lj

#PPTVHD36 #ช่อง36 #เรื่องข่าวเรื่องใหญ่ #บอร์นมัธ #เลื่อนชั้น #พรีเมียร์ลีก",05/04/2022,neutral,0,8
news,th,PrachinTommy,,[],@Thairath_News สกู๊ปเดียวข่าวเดียวเขียนให้อ่านก็พอละ อันนี้แยกย่อย เหมือนพื้นที่ขยะมากกว่า,05/04/2022,neutral,0,0
news,th,naewna_news,"กรุงเทพมหานคร, ประเทศไทย","['ครม', 'วาระลับมาก', 'หย่าศึก', 'ฟิลลิปมอร์ริส', 'มหากาพย์', 'ข้อพิพาท']","คลิกอ่านที่นี่ https://t.co/glc8i9OWvs 

#ครม #วาระลับมาก #หย่าศึก #ฟิลลิปมอร์ริส #มหากาพย์ #ข้อพิพาท 

ครม.ซุ่มเห็นชอบวาระลับมาก หย่าศึก‘ฟิลลิป มอร์ริส’ จบ‘มหากาพย์’ข้อพิพาท ‘จุติ’แนะเตรียมข้อมูลตอบโจทย์ฝ่ายค้าน https://t.co/qw4qdhVS1r",05/04/2022,positive,1,1
news,th,Ch3ThailandNews,Maleenont Tower,"['Ch3ThailandNews', '3PlusNews', 'Ch3Plus', 'ข่าวช่อง3']","'หมอปลา' เตรียมไปเยี่ยม วัดขึ้นป้ายต้าน ล่าสุดปลดแล้ว เจ้าอาวาสไม่รู้ใครเอามาติด
.
ดูคลิปข่าว : https://t.co/TyWwkIboHv

#Ch3ThailandNews
#3PlusNews
#Ch3Plus
#ข่าวช่อง3 https://t.co/GMQEjYgsVd",05/04/2022,positive,6,6
news,th,Theball69,Thailand,[],@Thairath_News ใช้เวลา กี่ปีครับ ท่านอัศวิน กับคุณธี   5 ปีที่ อยู่มาทำไรครับ,05/04/2022,neutral,0,0
news,th,PrachinTommy,,[],@Thairath_News ไทยรัฐเชียร์คนนี้เหรอ เห็นห้วข้อข่าวคนๆนี้เยอะจัง ถ้าบอกตัวเองว่าเป็นกลางเอามาหลายๆคนหน่อย ทุกคนเค้าคงอยากมีพื้นที่ข่าวเหมือนกัน แค่สกู๊ปเดียวต่อคนก็เกินพอแล้ว,05/04/2022,neutral,0,0
news,th,BangkokInsight,"Bangkok, Thailand",['TheBangkokInsight'],"'วันฉัตรมงคล' 4 พฤษภาคม รำลึกพระราชพิธีบรมราชาภิเษก รัชกาลที่ 10 
#TheBangkokInsight https://t.co/YbDZmbmbTI",05/04/2022,neutral,0,0
news,th,nationtv_22,Bangkok,"['เปิดเทอม', 'โควิด19วันนี้']","คลอดแล้ว มาตรการเปิดเรียน On Site “ติดโควิด”เรียนได้ ภายใต้เงื่อนไขอะไรบ้าง?
#เปิดเทอม #โควิด19วันนี้
https://t.co/9ZtMcr7jv4",05/04/2022,neutral,0,0
news,th,MorningNewsTV3,Bangkok,"['เรื่องเล่าเช้านี้', 'CH3Plus', 'ข่าวช่อง3', 'ข่าวสังคม']","ผอ.สุวรรณภูมิ ยืนยันระบบรักษาความปลอดภัยสนามบินไม่ได้หละหลวม หลังเกิดเหตุชายคลั่งบุกเข้าเขตการบิน ทำร้ายเจ้าหน้าที่บาดเจ็บ 4 นาย ค้นตัวพบยาบ้า ด้าน ศักดิ์สยาม สั่งดำเนินการตามกฎหมาย

อ่านข่าว : https://t.co/Wn4l7A6yWD

#เรื่องเล่าเช้านี้ #CH3Plus #ข่าวช่อง3 #ข่าวสังคม",05/04/2022,negative,27,41
news,th,Thansettakij,"จตุจักร, กรุงเทพมหานคร",['ฐานเศรษฐกิจ'],"เป็นไข้หวัดธรรมดา ไข้หวัดใหญ่ ตรวจ ATK ขึ้น 2 ขีดไหม สรุปติดโควิดหรือเปล่า #ฐานเศรษฐกิจ
https://t.co/nGNvF35OW9",05/04/2022,negative,1,1
news,th,Sanook,"Bangkok, Thailand","['SanookNews', 'Sanook']","ยูทูบเบอร์รายการผีช่องดัง ถูกกลุ่มวัยรุ่นนับสิบ บุกทำร้ายขณะไลฟ์สดในโรงเรียนร้าง ย่านนนทบุรี เผยเจอคนแบบนี้ เจอผีดีกว่า
#SanookNews #Sanook 
https://t.co/NTmGDKHuTS",05/04/2022,neutral,1,1
news,th,tnnthailand,Bangkok,"['อุณหภูมิ', 'ฝนตก', 'สภาพอากาศ', 'พยากรณ์อากาศ', 'TNN', 'TNNONLINE', 'TNNThailand', 'TNNช่อง16']","พยากรณ์อากาศวันนี้และ 7 วันข้างหน้า ภาคใต้ฝนถล่ม ไทยตอนบนฝนน้อย กทม.เย็น 21 องศาฯ
https://t.co/XXeGUvJNBu

#อุณหภูมิ #ฝนตก #สภาพอากาศ #พยากรณ์อากาศ #TNN #TNNONLINE #TNNThailand #TNNช่อง16 https://t.co/odxXtn2mgs",05/04/2022,negative,7,8
news,th,ThaiPBS,"Bangkok, Thailand","['ThaiPBS', 'วันใหม่ไทยพีบีเอส']","กรณีที่มีเด็กลูกครึ่งไทย-ยูเครนวัย 8 ขวบ ลงเล่นน้ำที่หาดกมลา จ.ภูเก็ต แล้วถูกสัตว์น้ำกัดจนเป็นแผลฉกรรจ์ ล่าสุด หน่วยงานที่เกี่ยวข้องนำป้ายเตือนไปติดตั้งไว้ริมชายหาดแล้ว

📌 ติดตามข่าวสำคัญ สถานการณ์เด่นในรอบวันกับ #ThaiPBS ได้ที่ https://t.co/4wMIzUm6X5 #วันใหม่ไทยพีบีเอส https://t.co/FRD4kUwLiQ",05/04/2022,negative,5,5
news,th,beartai,Bangkok,['beartai'],"Cosplay Contest: Road to TGS เปิดรับสมัครแล้ว! มาพร้อมธีม  Base on Video Game ในเดือนพฤษภาคม โดยจะจัดขึ้นวันอาทิตย์ที่ 29 พฤษภาคม 2565 นี้ และชิงเงินรางวัลรวมกว่า 300,000 บาท! #beartai https://t.co/vZFvEQVtG9",05/04/2022,neutral,0,1
news,th,thaipost,Thailand,"['ไทยโพสต์', 'ไทยโพสต์ออนไลน์']","'ชลบุรี' ยอดติดเชื้อใหม่ลดเหลือแค่ 231 คน ดับ 4 ราย #ไทยโพสต์ #ไทยโพสต์ออนไลน์ 
Line: https://t.co/r1JBAQbrVx
https://t.co/WoXeRjwrp1
https://t.co/a2VTmz2yxy",05/04/2022,negative,0,0
news,th,thaipost,Thailand,[],'ทนายษิทรา' ไม่หวั่นถูกฟ้องกลับ ลั่นกลับไทยจะประชุมผู้เสียหายทั้งหมดเพื่อตอบโต้กลับทุกคดี https://t.co/eWlf2J4LHr,05/04/2022,negative,0,3
