Keyword,Language,Username,Location,Hashtags,Fulltext,Create at,Sentiment,Totalretweet,Totalfavorite
ข่าว,th,sayluvru,บนที่นอน,[],เห็นข่าวแล้วโคตรเข้าใจ นี่โดนทิ้งให้อยู่บ้านคนเดียว มีติดต่อบ้างแหละส่งเงินให้ แต่แบบเด็กอ่ะ เด็ก ม.2 ._. อยู่คนเดียวจนจบม.3 ม.4-5 ไปอยู่กับญาติที่ไม่สนใจแถมด่าพ่อแม่ให้ฟัง ถึงตอนนี้จะแบบกลับมาอยู่ด้วย แต่โคตรเสียใจ มันติดอยู่ในใจทุกวันนี้ https://t.co/P6BOECuQqQ,04/23/2022,negative,4,1
ข่าว,th,napierio,ประเทศไทย,"['สงครามยูเครน', 'เคอร์ซอน', 'ตีรัสเซีย']","#สงครามยูเครน #เคอร์ซอน #ตีรัสเซีย กองทัพยูเครนบุกยึดทำลายฐานบัญชาการของรัสเซียในเคอร์ซอน (แนวรบใต้) สายข่าวรายงานว่า
""เจ้าหน้าที่ ทหารสัญญาบัตรรัสเซียมากกว่า 50 คนอยู่ที่นั่น ชะตากรรมของพวกเขาไม่ทราบแน่ชัด แต่แน่ใจได้ว่า เละ""",04/23/2022,negative,0,4
ข่าว,th,OrmsinStudy,,[],ข่าวดีมาก กี้ดดด รอเลยจ้าา💚💗 https://t.co/1wvmbYrLQd,04/23/2022,neutral,0,3
ข่าว,th,wr_wrx,두바두 와리와리,[],บทความข่าวจิงดั้วะ https://t.co/yyn04t0jZD,04/23/2022,neutral,0,0
ข่าว,th,panda70_,,[],ที่ทำงานคือเขาเพิ่งมาติ่งกันได้ไม่ถึงปี ฟีลช่วงพีคตามข่าวทุกเรื่อง ส่วนชั้นที่ติ่งมา 14 ปีแล้วคือเอเนอจี้เราไม่จอยขนาดนั้นละอะ แต่เออออด้วยตามมารยาท ;-; แต่เอาจริงตอนติ่งแรกๆ เราก็เป็นแบบพวกเขาล่ะน้า,04/23/2022,positive,0,0
ข่าว,th,thaich8news,"Bangkok, Thailand","['สภาพอากาศ', 'ข่าวช่อง8']","ฝนฟ้าในพื้นที่ทางตอนบนเบาลงไป ทำให้ภาคเหนือ กลาง อากาศเริ่มร้อนมากขึ้น แต่จะมีพื้นที่ไหนยังครึ้มฟ้า ครึ้มฝนอยู่  ไปติดตามในรู้ฟ้าทันฝน 

ดูข่าว : https://t.co/bUESvmLxe7

#สภาพอากาศ #ข่าวช่อง8 https://t.co/qL84O1PXBM",04/23/2022,neutral,2,7
ข่าว,th,stranger_20021,,[],outlanderซีซั่นนี้อึมครึมมาก😂 แอบเครียด แต่ก็ชีวิตจริง คนพร้อมจะเชื่ออะไรที่เป็นเรื่องแย่ๆของคนอื่นมากกว่าเรื่องดีๆ เวลามีข่าวดีๆของคนอื่นเชื่อยากกันจัง,04/23/2022,negative,0,0
ข่าว,th,babychoi_,|||,[],พี่พึ่งถามไปช่วงสงกรานต์เองว่าประเทศเปิดแล้วหรอนี่ก็ว่าไม่เคยปิดนะแต่แค่รอวันแกรนด์เมื่อวานข่าวมาเลยค่ะ พี่ก็โทรมาถามว่าจะกลับไปเลยไหม,04/23/2022,neutral,0,0
ข่าว,th,Alone_kwn,,['อิงล็อต'],"ข่าววงในเคาะเเล้วค่ะ เรือนี้ไม่จ้อจี้
#อิงล็อต https://t.co/loFUHtvzxQ",04/23/2022,neutral,19,38
ข่าว,th,littleskyofme,,['คลังคุณภาพ'],"แวะมาแจ้งข่าวค่า ตอนนี้ E- Book เรื่องคลังคุณภาพวางจำหน่ายแล้วเรียบร้อย สามารถแวะไปเพิ่มใส่รถเข็นกันได้เล๊ยยย 🔥 

🛒กดซื้อที่นี่ : https://t.co/BjB7OF7h1K

#คลังคุณภาพ
ราคา 670 บาท  (เนื้อหาสองเล่มจบ มีตอนพิเศษ ครบเหมือนกันกับแบบเล่มนิยายเลยค่า) https://t.co/0TnEaZU9LX",04/23/2022,positive,241,184
ข่าว,th,TsA2e2,,[],@fm91trafficpro ขอแสดงความเสียใจกับครอบครัวข่าวด้วยนะครับ,04/23/2022,neutral,0,1
ข่าว,th,aec10news,,[],สรุปข่าวประจำวันที่ 23 เมษายน 2565 https://t.co/vQEIrvTVB4,04/23/2022,neutral,0,0
ข่าว,th,hirunwadee,Thailand,"['WheelsUp', 'SlowMo', 'WhoAreYou', 'BamBam', 'GOT7']","@MeMeaw_K @BamBam1A @BAMBAMxABYSS @GOT7Official Good morning ยามเช้ากะข่าวดีๆของน้องจ้า

#WheelsUp #SlowMo
#WhoAreYou #BamBam 
@BamBam1A #GOT7 @BAMBAMxABYSS 
@GOT7Official",04/23/2022,positive,8,0
ข่าว,th,chimku_cu,nonghaechan ᙏ̤̫͚ nongjake,[],@ai_unwantmoney ซักพักต่อมาโหลดกลับมาใหม่เพราะข่าวไวสุด 😂,04/23/2022,neutral,0,0
ข่าว,th,_orange94,,"['GOT7Comback', 'GOT7', '갓세븐']","@nawinda_8 @jaybnow_hr @marktuan @JacksonWang852 @GOTYJ_Ars_Vita @BamBam1A @yugyeom @GOT7officia มารอข่าวดีด้วยกันค่ะ เผื่อจะมี🤣

#GOT7Comback 

#GOT7 #갓세븐 @GOT7Official",04/23/2022,positive,1,1
ข่าว,th,Jimin73158515,,[],@PMettheela @DStkm45 อร้ายพูดถูกใจแอดค้าาาใช่เวลาอยู่ด้วยกันโลกสีชมพูจ้าคือน่ารักธรรมชาติสูงมากๆเลยแค่เห็นข่าวโทรคุยกันถ้าจริงแอดก็สบายใจแล้วค้ารู้ว่าพี่เขาคุยกับแบบไม่เปิดดีแล้วค้าขอให้เป็นจริงค้าโป๊ปเบลคือความสุขของแอดต่อจากพ่อแม่ค้า,04/23/2022,positive,0,2
ข่าว,th,Little_Rabbit6,,[],@MMaxmaxxxx Morning ngub เจ้ๆดีใจจังเช้านี้ได้รับข่าวดี อาการดีขึ้นก็สบายใจค่ะ👍🏻☺️,04/23/2022,positive,0,0
ข่าว,th,kuernin,chiangmai thailand,[],"CM-UPDATE / WEATHER-GRAPHIC :
รวมภาพกราฟฟิคข้อมูลพยากรณ์อากาศจาก 
กรมอุตุนิยมวิทยา เช้านี้ 23 เมษายน 2565

 ▶️ ติดตามข่าวอื่นๆเพิ่มเติมได้ที่ :   
- YouTube :   https://t.co/SBqJrDFLlK 
- Facebook :  https://t.co/bCvvYWZkHS
- Website :  https://t.co/iRD8Gwl7Pa https://t.co/7p7vSjiVKn",04/23/2022,neutral,0,1
ข่าว,th,YYYWoohoo,,[],ฉันมักจะตามข่าวไม่ทันเสมอ ไม่ว่าจะเรื่องไหนๆ มาหวีดมีหลัง จะทันมั้ย 😆😆,04/23/2022,negative,0,5
ข่าว,th,Dolly55597,,[],ข่าวจริง ครม. อนุมัติพัฒนาหลักสูตร ให้ทุนศึกษาและฝึกอบรมครูสอนภาษาจีนชาว... https://t.co/mgAv1YYQK8 ผ่าน @YouTube,04/23/2022,positive,0,0
ข่าว,th,yukiiai,,[],"@Madame_Ohno น้องอ่านมะวาน
คอมเม้นต์บอกว่าเจอข่าวที่ไหนซักที่
บอกว่าเป็นลูกติดสามีค่ะ",04/23/2022,neutral,0,0
ข่าว,th,por008008,"กรุงเทพมหานครฝั่งธน, ประเทศไทย",[],@Rainbow70654254 @WHIThailand ขออนุญาตตอบ คับ ช่องvoice มีข่าวคุณวิโรจน์ตลอดคับ/สัมภาษณ์ออกอากาศก็มีคับ,04/23/2022,neutral,29,52
ข่าว,th,Ars_omma,Alway by your side #GOT7,"['GOT7Comeback', 'FightingUntilMay']","อาการของอกซ เมื่อมีข่าวยืนยันว่า
#GOT7Comeback เดือน พ.ค. 🤣🤣🤣
#FightingUntilMay
  https://t.co/qCiU5ttr68",04/23/2022,neutral,33,37
ข่าว,th,shonichi_c,หมู่บ้านเชอสิก,[],เริ่มตามเฌอช่วงโควิดแรก ๆ ตั้งแต่มีข่าวว่าจะได้ไปนาซ่า ยังไปพูดให้เพื่อนฟังอยู่เลย เวลาล่วงเลยมาจนถึงวันนี้ เหมือนฝันที่เป็นจริง,04/23/2022,positive,0,0
ข่าว,th,Nettynnyt,GOT7,[],"นอกจาก ขอให้คุณมีความสุขต่อจากนี้ (น่าจะมาจากข่าวที่พี่แกเป็นซึมเศร้าน่ะแหละ) หลังจากนั้นฉันก็ปล่อยโฮไปพร้อมพี่เขา... 
ฝันเป็นตุเป็นตะจรีงๆ",04/23/2022,negative,0,0
