Keyword,Language,Username,Location,Hashtags,Fulltext,Create at,Sentiment,Totalretweet,Totalfavorite
ข่าว,th,sqax92,,[],ตะกี้ยืนดูข่าว เหมือนว่าจะยกเลิกการตรึงราคาน้ำมันแล้ว โห ถ้าเลิกจริงรถสาธารณะต้องขึ้นราคาอีกประมาณ 15% เยอะมากนะ คุณภาพชีวิตกุ 🥹,04/22/2022,negative,0,0
ข่าว,th,Doctor_mutation,,[],@Xyxell พูดไรก็พูดไม่ใช่ผู้นำพรรคตัวจริง ข่าวป้อมไปเจอโทนี่ที่อังกฤษ,04/22/2022,neutral,0,3
ข่าว,th,BARON02697154,,[],@MakotoPich @RMffAATH แต่ไปดูข่าวเก่าๆที่สส.คนนี้ให้สัม ก็แปลกๆอยู่เหมือนกันค่ะ,04/22/2022,negative,0,3
ข่าว,th,LittleTouchLisa,,[],@wwp_manoban ทาโบลเค้าลงหัวข้อข่าวที่ว่าเค้าเป็นเคป๊อปกรุ๊ปวงแรกที่ขึ้นคชล. อิบิ้งไปโควทกันเต็มเลย อย่างที่ส่งมาบอกไม่ใช่เคป๊อปกรุ๊ป เพราะวงเค้าเป็นฮิปฮอปกรุ๊ป 555,04/22/2022,neutral,0,0
ข่าว,th,MakotoPich,,[],@BARON07952097 @RMffAATH นี่ไปอ่านข่าวเพิ่ม มีบอกนักข่าวด้วยว่าลุงป้อมบอกว่าทักษิณฝากความคิดถึงมาให้นายสส.คนนี้ด้วยค่ะ คือแบบ......,04/22/2022,neutral,0,2
ข่าว,th,Kidcancut,,[],@mangmeegoldfish @maschera1988 @BARON07952097 @babilonn1 @tanawatofficial การยอมรับผิด ในอีกนัยนึงก็คือขอโทษไงจ้ะ ซึ่งเนื้อในข่าวไม่มีตรงไหนที่ยอมรับผิดเรื่องแจ้งจับมิลลิหรืออีกนัยนึงคือขอโทษที่แจ้งจับไง 🤔,04/22/2022,positive,0,2
ข่าว,th,jarinny_,,['ซนซน'],ข่าวดีคือเดี๋ยวพรุ่งนี้ก็วันเสาร์แล้ววววว #ซนซน,04/22/2022,negative,0,1
ข่าว,th,TonLiu210,Mile Phakphum Apo Nattawin,[],"มีเพื่อนหลายด้อม
ข้อดี : เพื่อนเยอะไม่เหงา
ข้อเสีย : ตามข่าวไม่ทัน
ตอนนี้มีกี่เรื่องวะ งง เอ่อ อยากเสือกนะ แต่ขอเวลาแปป หายป่วยเดี๋ยวตามเสือกใหม่",04/22/2022,negative,0,3
ข่าว,th,sumita02,,[],@gulfsensei เอ้าเราตกข่าวแง,04/22/2022,neutral,0,0
ข่าว,th,WhateverWhere,,[],@Panarat_rk รูปคนบนเรือมีต้นฉบับไหมคะ เอามาจากข่าวไหนคะ,04/22/2022,neutral,0,0
ข่าว,th,Lalita_2526,,['วันนี้เปิดฉีดวัคซีนตามปกติ'],"#วันนี้เปิดฉีดวัคซีนตามปกติ แจ้งข่าว โรงพยาบาลมหาราชนครราชสีมา จุดให้บริการเซ้นทรัลโคราช กลับมาฉีดวัคซีนผู้วหญ่ตามปกติ สนวันที่ 22 เมษายน 2565 เริ่มตั้งแต่ 13.00-15.00 น. รับคิวที่ชั้นใต้ดินหน้า KFC 
.
สามารถ Walk-in ได้เลย ไฟเซอร์เข็ม 1 และ 3-4 ส่วนเข็มที่ 2 ให้มาตามนัด https://t.co/wakuzuPzaC",04/22/2022,neutral,19,27
ข่าว,th,aec10news,,[],สรุปข่าวประจำวันที่ 22 เมษายน 2565 https://t.co/ZjoQakwNxm,04/22/2022,neutral,0,0
ข่าว,th,InfoQuestNews,"Bangkok, Thailand","['WTI', 'ราคาน้ำมัน', 'น้ำมันWTI', 'อินโฟเควสท์']","น้ำมัน #WTI ปิดบวก $1.6 รับข่าว EU เล็งคว่ำบาตรน้ำมันรัสเซีย https://t.co/gtx7Lcj0aW 

#ราคาน้ำมัน #น้ำมันWTI #อินโฟเควสท์",04/22/2022,neutral,1,1
ข่าว,th,Airy_torsuk,,[],@simply_way_ เพื่อนร่วมงาน เอาข่าวน้องมาคุยกับเราด้วย.  Feel good,04/22/2022,neutral,0,0
ข่าว,th,MorningNewsTV3,Bangkok,"['เรื่องเล่าเช้านี้', 'CH3Plus', 'ข่าวช่อง3', 'ข่าวอาชญากรรม']","ยิงรถอาสามูลนิธิร่วมกตัญญู 3 นัด จอดแยกตลาดนัดหัวมุม ก่อนขี่รถจักรยานยนต์หลบหนี ตำรวจเร่งเช็กวงจรปิดล่าตัว

อ่านข่าว : https://t.co/Ty0eatMtYD

#เรื่องเล่าเช้านี้ #CH3Plus #ข่าวช่อง3 #ข่าวอาชญากรรม",04/22/2022,negative,2,24
