Keyword,Language,Username,Location,Hashtags,Fulltext,Create at,Sentiment,Totalretweet,Totalfavorite
#news,en,designplanet24,United States,"['T', 'design', 'typography', 'tshirt', 'logo', 'business', 'designplanet24', 'Order', 'tshirts', 'etsy', 'etsyshop', 'clothing', 'fashion', 'USA', 'writersoftwitter', 'GSWvsMEM', 'WeirdGOP', 'BadBoysLA', 'RHOA', 'TurnMAYintoAnAcronym', 'SundayNightBaseball', 'news']","Custom #T-shirt #design for a client #typography #tshirt #logo #business #designplanet24

#Order Here: https://t.co/YfRoTKgVud

#tshirts #etsy #etsyshop #clothing #fashion #USA #writersoftwitter #GSWvsMEM #WeirdGOP #BadBoysLA #RHOA #TurnMAYintoAnAcronym #SundayNightBaseball #news https://t.co/K1batk0GtP",05/02/2022,neutral,0,1
#news,en,JoshPNamm,"Los Angeles, CA","['farmers', 'farming', 'BidenAdministration', 'politics', 'news']",Biden admin. tells farmers just to go organic in response to the historic fertilizer shortage https://t.co/JSCIjAYQ7m #farmers #farming #BidenAdministration #politics #news,05/02/2022,neutral,0,0
#news,en,World_News_b,Internet ,"['worldnews', 'news', 'i']","UK guide dog charity seeks brainy puppies to help breed problem-sol... (the Guardian)

Researchers are hoping to unleash a generation of smarter guide dogs by studying the cogniti...

Add your highlights:
https://t.co/yf9gdwv2DL
 #worldnews #news #i...",05/02/2022,neutral,1,1
#news,en,newspluslife,,"['news', 'World']","California high school baseball player killed, another wounded in shooting 

#news #World 
https://t.co/8cvKQgjmuz 
https://t.co/8cvKQgjmuz",05/02/2022,negative,0,0
#news,en,World_News_b,Internet ,"['worldnews', 'news', 'i']","Dartford warbler is welcomed back from near-extinction (the Guardian)

The distinctive sight and sound of a Dartford warbler singing from the top of a sprig of gor...

Add your highlights:
https://t.co/Cit3NMnjyR
 #worldnews #news #i...",05/02/2022,positive,1,1
#news,en,World_News_b,Internet ,"['worldnews', 'news', 'i']","Top 10 green spaces in England and Wales for 'welfare value' named ... (the Guardian)

The nation's green spaces are worth &amp;pound;25.6bn in &amp;quot;welfare value&amp;quot; a year, accor...

Add your highlights:
https://t.co/cHt9VOz08I
 #worldnews #news #i...",05/02/2022,positive,1,1
#news,en,World_News_b,Internet ,"['worldnews', 'news', 'i']","Rate of UK dividend growth far outstripping wage increases, says re... (the Guardian)

Workers in Britain would be paid about &amp;pound;2,100 per year more on average if wages had ma...

Add your highlights:
https://t.co/7qGiJPKiOi
 #worldnews #news #i...",05/02/2022,positive,1,1
#news,en,TurkishNews7,"New York, USA","['News', 'DailyNews', 'Live']","‘Russians supply arms to Armenia via Kazakhstan, Turkmenistan, Iran during 2020 war’
Azerbaijani President Aliyev said his country sent letters to Kazakhstan, Turkmenistan, Iran, pleading to stop Russian planes carrying weapons during Nagorno-Karabakh war
#News #DailyNews #Live https://t.co/32BBkN9NqL",05/02/2022,positive,0,0
#news,en,AseanNewsToday,Asean,"['Myanmar', 'news', 'clickbait', 'Whatishappenninginmyanmar', 'Myanmarnewsheadlines']","Mingala nan ne khin ba

#Myanmar #news headlines 

Updated every 30 minutes

Everything on one page --  No #clickbait

#Whatishappenninginmyanmar #Myanmarnewsheadlines

https://t.co/LupLl9jeCT https://t.co/FJSN7ix8gy",05/02/2022,neutral,1,0
#news,en,BitcoinNewsPost,,"['Bitcoin', 'News', 'ethereumnews']",Ethereum’s Post-Merge Rewards Will Be Lower Than Anticipated #Bitcoin #News https://t.co/OT0uN6IS5S #ethereumnews,05/02/2022,neutral,0,0
#news,en,theluckyman,United States,"['crime', 'news']",Monsters &amp; Critics: Who wins Survivor 42? Possible spoilers about Spring 2022 Sole Survivor https://t.co/7zZbFezyPu #crime #news https://t.co/IbWSA1wL79,05/02/2022,positive,0,0
#news,en,theluckyman,United States,"['crime', 'news']",Monsters &amp; Critics: American Idol’s Fritz Hager watches EP hit number one on the charts https://t.co/gh34hjKUfq #crime #news https://t.co/8cGGAPenv0,05/02/2022,neutral,1,0
#news,en,PMEWhite,Maryland,['news'],Sec. Mayorkas Releases Plan to Deal with Title 42 Border Surge | ⁦@NumbersUSA⁩ #news  https://t.co/sVb5Hmm9x5,05/02/2022,negative,0,0
#news,en,astockwatch1,"Mississippi, USA","['stocks', 'news']",my undervalued stocks to research: $SBSW $MGY $LX $CBAT $SPWH $ADES $QURE $BHAT $GSMG $SBOW $CIO $RGNX $CTRA $PDLB $CNEY $SSSS https://t.co/xJb21BLBfF #stocks #news,05/02/2022,neutral,0,0
#news,en,PMEWhite,Maryland,['news'],"Texas Guardsman Dies Rescuing Migrants from Rio Grande, Migrants Later Determined to be Smugglers | ⁦@NumbersUSA⁩ #news  https://t.co/tuoWNhqieD",05/02/2022,neutral,0,0
#news,en,rbhcom20,#روسيا2018,"['America', 'USA', 'news']","https://t.co/lm2KJcqzYK You Can Ace This Quote Quiz, You Must Be A Teacher At Abbott Elementary #America #USA #news @rbhcom20 https://t.co/e0ScAC3yV9",05/02/2022,positive,10,28
