Keyword,Language,Username,Location,Hashtags,Fulltext,Create at,Sentiment Value,Sentiment,Totalretweet,Totalfavorite
Apex,en,StevieThreeLegs,"Canmore, Alberta",[],@xShymko @Dqnyel @DewDewHD What’s so good about apex?,04/17/2022,0.7,positive,0,0
Apex,en,Spiooty,France,"['apexlegends', 'apexlegendsmemes', 'apexlegendsfunny', 'jojo', 'jojosbizarreadventure', 'apex', 'apexlegendsedit', 'apexlegendsclips']","APEX CONTROL.EXE part 1/6
Full video: https://t.co/m4OYt6vnB3

#apexlegends #apexlegendsmemes #apexlegendsfunny #jojo #jojosbizarreadventure #apex #apexlegendsedit #apexlegendsclips https://t.co/a51JbDKSKL",04/17/2022,0.35,positive,0,3
Apex,en,KeianDark,Kingdom Of Ilunia,[],@CastellaInomori @AlinaAsteri @YozoHoshizora @ZephyDeAlarie @AlphenaVT Thank you for the chaos!!! Congrats on your apex training arc! X3,04/17/2022,0.0,neutral,0,1
Apex,en,Feeuffed,,[],Live! I'm gonna be chilling out and running it down in pubs on apex!!! I hope everyone had a good day 💙 (link below),04/17/2022,0.016658775252525237,positive,1,2
Apex,en,uCloseApp,,[],Shitter plays apex https://t.co/tStUQkHW8K,04/17/2022,0.0,neutral,0,2
Apex,en,Ghosty_toasty5,In your bed with a gun,[],@Motivated_indiv @robot52798 @Apex_The_Legend I apologize.....lor-husband akhos..... https://t.co/YGOtv2UHGi,04/17/2022,0.0,neutral,0,2
Apex,en,KinleysWRLD,,[],"Apex Stream Tonight!!!! 

https://t.co/ehNK2Jnizw
https://t.co/ehNK2Jnizw
https://t.co/ehNK2Jnizw https://t.co/mh77NfwB6U",04/17/2022,0.0,neutral,0,3
Apex,en,xShymko,,[],"Plat Apex Grind W/@Dqnyel @DewDewHD 
https://t.co/YRNtBXKByj",04/17/2022,0.0,neutral,2,3
Apex,en,Komplxity_,TX ,[],"TRIPLE THREAT CHALLENGE TONIGHT!! S/O @DrDisrespect 

✅Warzone Win
✅Fortnite Win
✅Apex Win

https://t.co/F6HQkECe3Z https://t.co/eTPiFwQKGf",04/17/2022,0.8000000000000002,positive,0,1
Apex,en,CallMeSenshi,United States,[],"apex ranked

https://t.co/qz1O5CdR5M",04/17/2022,0.0,neutral,2,5
