Keyword,Language,Username,Location,Hashtags,Fulltext,Create at,Sentiment Value,Sentiment,Totalretweet,Totalfavorite
Apex,en,13badrobots,,[],"@TheLeoTerrell Were at the apex of the bell curve people, be ready for anything.  Stock you warehouses and fill your lamps for we are in the midst of darkness we hearts will fail.",04/16/2022,-0.15,negative,0,0
Apex,en,Eddiecorn13,,[],@EA please fix the apex servers! I get double penalty for timing out!,04/16/2022,0.0,neutral,0,0
Apex,en,KabeerAl8oom,,[],"I love Apex for these moments :)

https://t.co/3jPA7sFPRg https://t.co/sTVJYd9OW2",04/16/2022,0.5,positive,0,6
Apex,en,SStonkington,Moon,"['APEX', 'DTCC']","@apexfintech @EmpireStartups This sounds like a great time! I’m not sure if I can make it, but will you be discussing any clearing and settlement requirements for #APEX? I think there are some exciting developments happening with startups in this space, would be good to hear from you and others like #DTCC",04/16/2022,0.4375,positive,0,0
Apex,en,zKingLugo,,['ApexLegends'],"3K Badge w/Gibby!! - Apex Legends Gameplay (PC Lobbies) 

@ParaHaven #ApexLegends 

https://t.co/MRxTfI14ou via @YouTube https://t.co/HOyCirFZVU",04/16/2022,0.0,neutral,5,9
Apex,en,apologies,,['PS4live'],Check out my broadcast from my PlayStation 4! #PS4live (Apex Legends)  live at https://t.co/c2zW1LL7cq,04/16/2022,0.13636363636363635,positive,0,0
Apex,en,its_eligio_p,,[],@regxna19 @Minoucciri Does he play apex,04/16/2022,0.0,neutral,0,3
Apex,en,Ghosty_toasty5,In your bed with a gun,[],@Motivated_indiv @robot52798 @Apex_The_Legend No my lord...I haven't an idea,04/16/2022,0.0,neutral,0,2
Apex,en,anaIsenpai,PR / MA,[],solo queueing in Apex is really just horrible i prefer dying irl. all i get is dumb fucking teammates,04/16/2022,-0.44375,negative,0,0
Apex,en,Retropixel13,,[],"@CryptoTitans1 @OfficialApeXdex What are the advantages of holding your NFT in ApeX?

@bana
@FruganiMirko
@HsFriona",04/16/2022,0.0,neutral,0,0
Apex,en,Skeltoz1,United States,[],"🔴Live!🔴
Vibing on the Legends of Apex!
(ENG/PC) The #1 Pathfinder.....in my house!
Road to 1000 Kills (259/1000) !7tv !my7tv
https://t.co/awaS7hAblH",04/16/2022,0.0,neutral,0,0
Apex,en,OLD_NEET,ฏ๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎,[],@Dwarf_Thrower @ScrubQuotesX they are around his skill level. The tournaments mostly filled with Apex pro players,04/16/2022,0.4,positive,0,0
Apex,en,SnipeMastery,USA,[],Why does apex slow youhow fast you can look around after being hit by a grenade its so dumb,04/16/2022,-0.15833333333333335,negative,0,1
Apex,en,xFleXy_,"London, England",[],"""Targeting Fortnite/Warzone/Apex audience""

No fucking chance when it's not on PlayStation https://t.co/EY7rCgUu7k",04/16/2022,0.3,positive,0,10
Apex,en,Raiden_Solid761,Cordoba capital-Argentina,['ヒナミソラ'],【Half Life #1】Pew pew con monstruos (no apex)【WACTOR/#ヒナミソラ】 https://t.co/hhccdq64qb https://t.co/GJNuOKbyJZ,04/16/2022,0.0,neutral,0,0
Apex,en,SableSkut,,[],"I became a controller demon on apex legends 
https://t.co/gOe5ITzND4",04/16/2022,0.0,neutral,0,0
