Keyword,Language,Username,Location,Hashtags,Fulltext,Create at,Sentiment Value,Sentiment,Totalretweet,Totalfavorite
news,en,elffys,,[],@wickedcellist @lkinkade @AngryBlackLady I only found out from a friend who has chickens. I havent seen Any news at all.,04/24/2022,0.0,neutral,0,2
news,en,iqhlakayoub,Islamabad,[],Bad news for Pakistan. They’ll select him for worldcup now and will let him to bowl 2nd last over again 😂😂😂 https://t.co/JmOOjUTF4w,04/24/2022,-0.23333333333333328,negative,0,0
news,en,AlucarSattious,,[],"@Laraundso2 @theserfstv 21 to drink and have insurance, but 18 years if age you are a full legal adult.

And we need to have single person unisex bathrooms, because people have and will use the trans thing to their advantage: https://t.co/fbnTs3CFEy",04/24/2022,0.14464285714285716,positive,0,0
news,en,OKelly2022,Van Isle via 22 other cities. ,[],@Catheri41477557 @orrkid1 @gsav111 @WatcherAfar @erdocAA 93% a fair number https://t.co/iYSIPYeaqI,04/24/2022,0.7,positive,0,0
news,en,afiu32,,[],"If the polls are correct, a nationalist could head government in the North for first time

https://t.co/HAMdDA3hXG",04/24/2022,0.25,positive,3,3
news,en,JonesVelwil9,las vegas nv,[],"Kevin Federline's Lawyer Fires Back At Britney Spears' Pregnancy Allegations, Warns Singer 'Be Careful' - Radar Online https://t.co/BHj8cfMvEW",04/24/2022,-0.05,negative,0,0
news,en,u24_news,Ukraine,"['OleksiyArestovych', 'Geneva', 'Russia']","⚡️ #OleksiyArestovych warns that this is a war crime:“This is a violation of the #Geneva Conventions. #Russia ,it seems, wants to do that to ‘hold their pants,’ so to speak,and keep the Russian morale up.If they do that, it will cause an enormous grief. Consider yourself warned.” https://t.co/UOhL5KBvy8",04/24/2022,-0.15000000000000002,negative,1,2
news,en,chinaspuppet,,[],"@realtedcogs @nytimes No Theo, liberal outrage over Jan 6 is fake news. The left plotted whatever happened that day after stealing the election through fraud. The truth will out.",04/24/2022,-0.25,negative,0,0
news,en,floridasandy25,"Florida, part of the USA",[],Revealed: ‘anti-oligarch’ Ukrainian president’s offshore connections https://t.co/xS2IfIYGAN,04/24/2022,0.0,neutral,0,0
news,en,RizzleGames26,"Birmingham, AL",[],@modernairelife Nah but I literally thought about this game when I heard the news,04/24/2022,-0.4,negative,0,1
news,en,1finekitty,"I enjoy eating, pooping, & sleeping. Other interests include looking out the window.",[],DeSantis targeting Disney is a 'boneheaded move': Rep. Crist - Business Insider https://t.co/iARFFA0d6B,04/24/2022,0.0,neutral,1,3
news,en,Mike_in_Vegas_,,[],"..of course Fox News (and the people who watch it) are perfect examples of what I just tweeted about. Their entire evening line-up is devoted almost entirely to propagating that narrative. And Putin loves it. 

https://t.co/TuveMD0LlA",04/24/2022,0.3333333333333333,positive,0,0
news,en,u24_news,Ukraine,"['Russian', 'Donetsk', 'Mariupol', 'OleksiyArestovych']","⚡️The #Russian invaders want to parade prisoners of war on May 9th in #Donetsk and #Mariupol , says presidential advisor #OleksiyArestovych https://t.co/PSxP7bQnVu",04/24/2022,-0.125,negative,5,9
news,en,sonjaferne,,[],"@TweeetLorraine I find it depends on the day. Weekends are bad for no masks. Weekday mornings I see more like minded shoppers. Obviously not many watch the news or believe it. Ont to peak this week and 40% of us, at least, have it.I want to climb into a hole for a while.",04/24/2022,-0.18749999999999994,negative,1,10
news,en,CherylNunn,"Layton, UT","['Utah', 'Democratic']",It was only about an hour before this betrayal or hijack takeover today at our #Utah #Democratic Convention made the National News! https://t.co/ybMaLykSLy,04/24/2022,0.0,neutral,1,1
news,en,Thomas_Scott_66,"New York, NY",[],"@MikeGut701 @nievesmartir @GiantInsider And that is what i did, yes i mentioned WR now given the KT news but the grades between the 7th and 9th ranked players is likely a toss up and MANY are calling Williams a transformational player.",04/24/2022,0.25,positive,0,0
news,en,mrgambaholic,"Atlanta, GA",['GamblingTwitter'],Good News Fellas Thank You @elonmusk #GamblingTwitter https://t.co/b5GakLT0sn,04/24/2022,0.7,positive,0,3
news,en,imminent_news,,"['mexico', 'mostliked']","🇲🇽 🐕‍🦺👏🏻 Darko, a specimen of the Belgian shepherd breed Maltese, completed his cycle inside the Security and Citizen Protection Commissariat, in Saltillo, Coahuila. #mexico  #mostliked https://t.co/HHzHklerMk",04/24/2022,0.0,neutral,1,2
news,en,CrimsonPrince26,Nowhere and Everywhere,[],"@legal_party @ManuelRomer2 It also takes at minimum 2 years to make Animation that good. It was renewed last year, correct? We should get some news either late this year or sometime in 2023. 

But I'm worried. I don't want another bone situation.",04/24/2022,0.13333333333333333,positive,0,1
news,en,CricNewsToday,London,[],(County Championship: Liam Dawson and Ben Brown hit big hundreds as Hampshire turn screw on Kent) has been published on Online Cricket News - https://t.co/5xxWSF5yDh,04/24/2022,0.0,neutral,0,0
news,en,kt_dinh,,[],The rich haven’t just gotten richer – they’ve also gotten a lot more selfish - The Guardian https://t.co/x8JstfGDUJ,04/24/2022,0.125,positive,11,26
news,en,TopChinaNews,USA,[],"Chinese agents use drones to spy on UK nuclear bases, defence chiefs warn
https://t.co/9LW4qdB9bu",04/24/2022,0.0,neutral,0,2
news,en,9_breaking_news,united states ,[],"Paul Nicholls targeting becoming the first man to train 4,000 winners over jumps https://t.co/fazdjHkd5R",04/24/2022,0.35,positive,0,0
news,en,MickeyBlog_,"Orlando, FL","['April2022', 'headlines', 'News', 'updates']","Disney Headlines for April 20th, 2022 https://t.co/LEhXxw2W4Z #April2022 #headlines #News #updates",04/24/2022,0.0,neutral,0,0
news,en,WashTimes,"Washington, D.C.",[],Trump touts Vance at Ohio rally - https://t.co/GfY2WmN3Ce,04/24/2022,0.0,neutral,0,4
news,en,WNSource,United States,[],Fan Gets Nightmare Family Logo Tattooed On Himself After Cody Rhodes Likes His Tweet https://t.co/e3f0GbJM9e,04/24/2022,0.0,neutral,0,11
news,en,jacobsnyder,"Michigan, USA",[],@splinter_news So now you gotta look pregnant. Kind like how they don’t believe you got a disability unless you look like you’re hurt,04/24/2022,0.4666666666666667,positive,0,0
news,en,Socialism4Jobs,Jane Austen & Shakespeare land,['ToriesDevoidOfShame'],"Three cabinet ministers reportedly facing allegations of sexual misconduct

#ToriesDevoidOfShame https://t.co/AysQjS899X",04/24/2022,0.5,positive,0,0
news,en,BootsSsg,Texas,[],"State propositions on May ballot would provide tax relief to homeowners
https://t.co/4HdnYLVg35 important vote.",04/24/2022,0.4,positive,0,0
news,en,chunty_cops,"Dorothy Tower, Handbag Heights",[],@KateEMcCann She should wear what she wants to wear and what she feels comfortable in. The misogynistic option of narrow-minded men needs to be what's in the news. I'd not be surprised were some of the crowing coming from female tory mps,04/24/2022,0.17500000000000002,positive,0,10
news,en,Khan877332,,[],@SaleemKhanSafi Can u please confirm the news ? https://t.co/3W5cfa0Rod,04/24/2022,0.0,neutral,0,0
news,en,max96496488,,[],"@InsidersABC @JEChalmers Speers has to go. Cannot stop interrupting. Viewers are watching to listen to the guests, not Speers interrupting trying to be a smart ass. Someone needs to tell him this is not Sky News.  Chalmers killed it and made Speers look like a complete fool. Oh where is Barrie Cassidy?",04/24/2022,0.03809523809523809,positive,26,87
news,en,worldnews_guru,,[],Mariupol steelworks: Video appears to show children in Azovstal bunker https://t.co/2orQgjY2fb,04/24/2022,0.0,neutral,0,0
news,en,1finekitty,"I enjoy eating, pooping, & sleeping. Other interests include looking out the window.",[],Marjorie Taylor Greene Tweets 'Today Is 1776' After Denying 2nd Meaning Under Oath - HuffPost https://t.co/egKJ5NM7WM,04/24/2022,0.0,neutral,0,2
news,en,worldnews_guru,,[],Video appears to show children in Mariupol bunker https://t.co/8eYzYxLWrL,04/24/2022,0.0,neutral,0,0
news,en,TiaTooClassy,"Tallahassee, FL",[],"Not that anyone is surprised smh. Show @Jim_Jordan and @mattgaetz the door!!!

https://t.co/60wv9qvMuP",04/24/2022,0.1953125,positive,0,0
news,en,stephaniengwan,Canada,[],"""Say cheese. But is it? Lab-made non-dairy breakthrough acts, tastes and cooks like cheese"" https://t.co/s7dodpCGM4",04/24/2022,0.0,neutral,0,0
news,en,EverettMcMill13,"Melbourne, Victoria","['EGCfam', 'RematicNation']",Hey #EGCfam this is some exciting news for our Friends at #RematicNation Big things coming! Great time to load up and get EGC rewards 😎 https://t.co/RcM7p7Hpmz,04/24/2022,0.3666666666666667,positive,0,1
news,en,NBC10Boston,"Boston, MA",[],4 People From Missing Tour Boat in Japan Found https://t.co/KcEAZfJm9n,04/24/2022,-0.2,negative,0,0
news,en,Liberty27487003,,[],"@cptbldntz @David_Cormack @jacktame I very really watch government employed  political commentates.
As one informed commentator once
Described TVOne news. ""Braindead"" Nothing has changed.",04/24/2022,0.13,positive,0,1
news,en,NikhilS18830535,"New Delhi, India",[],Rebel Wilson Attends Opening Night at Australian Youth Theater She Pledged $1 Million to Help Build https://t.co/oaHyjb5RlW,04/24/2022,0.0,neutral,0,0
news,en,waqas_4u,,[],"@Farzand_e_Iqbal They told us that recent 2 months r difficult and after that there would be good news , they repeated this after every 2 months till last 4 years",04/24/2022,0.04999999999999999,positive,0,0
news,en,statesdj,"Ann Arbor, MI and Austin, TX",[],"Q: Why Shanghai COVID ⬆️ despite brutal lockdowns?

A: Much of Shanghai’s housing was built in the 1980s prior to rigorous building codes, and fecal aerosols are a thing. At Amoy Gardens, sewer fumes spread SARS1 within buildings &amp; to adjacent buildings

https://t.co/9bjxVVpGkW",04/24/2022,-0.225,negative,22,65
news,en,Zubair1984IMK,,['امپورٹڈ_گورمنٹ_نامنظور'],Shocking news. FIA official Dr Rizwan who investigated the Shahbaz Shareef TT case name put on ECL. Meanwhile Prosecutor told not to appear in money laundering case of Shahbaz Shareef. Tomorrow charges were going to get framed. Where is midnight courts ? #امپورٹڈ_گورمنٹ_نامنظور,04/24/2022,-1.0,negative,0,0
news,en,YBelabyad,,[],Election 2022: Federal Government announces funding for Hastings Regional Sporting Complex at Wauchope | Port Macquarie News https://t.co/LOf7TQrcNM,04/24/2022,-0.3,negative,0,0
news,en,katslefty,,[],"“An intensive hunt was underway for James, who police say is responsible for Tuesday’s attack. Two law enforcement officials told CNN that the gun evidence was the turning point in elevating him from a person of interest to a suspect. The subway attack l… https://t.co/oX7jamhBP5",04/24/2022,0.2,positive,0,0
news,en,JoyPickering7,,[],OVERTHROW THE https://t.co/trDaA7FdQ1 TO ALL CANADA IT WAS A HAPPY PARTY ALL WATCHED AS THEY TOLD EVERY ONE BE GOOD. BUT SOME ONE PAID THE USUAL  ANTIFA STYLE TO INFILTRATE AS USUAL.THEY WERE IN TORONTO YEARS AGO.THATS HOW THINGS GOES TODAY.LIES.SET UP https://t.co/wehCsWuyov,04/24/2022,0.4166666666666667,positive,0,0
news,en,Cecilia40898191,,[],@ginahish1 @Howardrjohnson credible networks???madam are you on cocaine? Since when does a fake news become credible?,04/24/2022,0.10000000000000002,positive,0,0
news,en,BagalueSunab,Jamaica- Trinidad &Tobago,[],Thousands set to join protests demanding end to sewage pollution by 2030 https://t.co/xaVrf7R1SK,04/24/2022,0.0,neutral,0,0
news,en,RobertNBerry,"Frisco, TX",[],"I drove to San Antonio and back today to get the rest of my stuff. It turns out I forgot my Mitchell poster, two @MST3K live posters, and one of my @TheMadsAreBack posters.

The good news is they will be safe until I get a chance to get back there.",04/24/2022,0.2672727272727273,positive,0,8
news,en,Servelan,"Earth, PNW",[],Trump made governors call to ask him personally for disaster aid | The Independent https://t.co/Vp595Btb3h,04/24/2022,0.0,neutral,0,0
news,en,PEACOCKBARTLETT,"Newport Beach, CA",[],California authorities seize nearly 100 pounds of fentanyl https://t.co/2lvhV3mvJZ via @SFGate,04/24/2022,0.1,positive,0,0
