name,date,url,header,content,lang,total_word,sentiment
commonsensemedia,2022/05/04,https://www.commonsensemedia.org/game-reviews/chorus,Chorus,parents need to know that chorus is an actionadventure game with spaceship combat that available on playstation playstation xbox one xbox one s and x and windows pcs players fly among giant asteroid fields space stations and foreboding temples to protect spacepioneering settlements from marauders and a violent religious cult along the way through spectacular space skirmishes players obtain new weapons magical abilities and improved parts for their spaceship from completing missions or using ingame currency which must be earned and can be purchased with real money half of the enemy spaceships whom players will shoot down are evil but no dead bodies or graphic violence are depicted there are a few infrequent uses of hell pissed damn and bastardnara the protagonist of chorus was once a prized pupil of the game villain the great prophet she carried out his will until he forced her to destroy a planet which was when she realized his vision for peace and harmony had been hopelessly corrupted a devastated nara defects from this the circle religious cult and fights against them to save innocent space colonies she carries heavy burdens of guilt and selfdoubt but with the help of new and old friends she must face her demons and former master legions in a galactic rebellion to save everyoneand herself this is a story of nara coming to terms with how her talents and service were used for evil in the past and finding the courage and will to move forward and use them for good chorus takes a lot of time for players to get to know nara with a deep journey of personal development that delves into confronting and resolving fears hopes regrets and desires in needed healthy waysthe spaceship action of this adventure game is an absolute thrill chorus eases players into combat with its slick controls cool weapons and magical abilities thanks to a wonderful sense of pacing from beginning to end dogfights evolve in complexity with dozens of hostile spacecraft ranging from small fast ships that chase players to slow huge battleships with multiple defenses and turrets that must be strategically dismantled from the outside and inside players will feel like the legendary star pilot anakin skywalker as they weave and drift around in zero gravity testing their reflexes and spatial awareness while some stretches of environments can feel barren most of the level design is well crafted and perfect for turning environments into fun obstacle courses to navigate throughnot to mention aweinducing visuals like an asteroid field set against the backdrop of a giant planet or a sprawling maze of skyscrapersized ice shardsbut what surprises most is the shockingly ambitious story that gives some personal weight to every mission even during periods of downtime while simply traveling around with enjoyable banter between dozens of characters nara herself is a troubled soul who wants to do the right thing and she intricately fleshed out through dialogue and her inner thoughts which are conveyed between spoken dialogue as whispered voice lines through her tale of selfacceptance she goes through an elaborate processing of her trauma beliefs and doubts with several characters eventually leading to a hard fought and hopeful resolution that allows her to not only heal from her wounds but also give others the strength and courage to do the same while the story can feel a little heavyhanded with the length of cutscenes and some of the writing is a bit cheesy chorus is nevertheless just as characterized by its heart and emotional depth as it is with its gameplay all together chorus carves out its place among flightbased games with easy to learn hard to master gameplay that will leave players cheering in delight that alone makes it shine but with the addition of a diverse cast and thoughtprovoking story players will be left with a memorable experience in more ways than one as they soar and shoot in style among the starsfamilies can talk about redemption with regard to the dark past of the main character and several others how should you approach people who do or don feel sorry for bad things they done when should we give people second chanceswhat does it mean to accept all of yourselfeven the parts you don like how can you embrace your shortcomings and learn from them to help others and yourselfwhen a certain political or religious group does terrible things to others does that always mean all people who believe in a certain ideology or faith are bad too how can we figure out when a belief is bad in itself or when a belief can be good depending on how it is lived out,en,412.0,Positive
commonsensemedia,2022/05/04,https://www.commonsensemedia.org/game-reviews/xcom-2-collection-switch,XCOM 2 Collection (Switch),parents need to know that xcom collection is a rerelease of xcom a turnbased strategy game about humans fighting an alien invasion for the nintendo switch scifi military combat involving guns and explosions is viewed mostly from a distant raised perspective but players still see plenty of blood yellow and red closeup kills and rag doll animations the soldiers under the player control are clearly fighting to save humanity and the planet and they create bonds with each other and engage in teamwork but they also take pleasure in bloody combat and feel no sympathy or remorse for their enemies though some do learn to tolerate and become friends with humanalien hybrids that join the squad customization options for soldiers include use of tobacco products parents should also note that this is a tough game that could prove frustrating for players who lack patience and perseverancexcom collection anthologizes all xcom content including the original game its bonus dlc downloadable content and the paid expansion war of the chosen xcom picks up years after the original game ended with the assumption that the war against alien invaders was lost and humanity resistance is now limited to isolated cells your job as xcom commander is to organize these cells into a legitimate invasionrepelling force and to do it before the alien latest project comes to fruition this is done battle by battle in locations across the globe with players commanding small squads of soldiers as they move across gridded environments using stealth and cover to strategically attack aliens while accomplishing objectives such as saving captives stealing supplies and technology and carrying out demolition activities meanwhile back at your mobile base you slowly build up facilities research alien technologies train soldiers in new techniques and customize and outfit them with new weapons and gear including all of the additional customization options made available in the dlc packs be warned though that none of your soldiers are immortal and that if they die in battle they gone for good even wounded soldiers carry the psychological and emotional scars of the horrors they faced which can impact their performance in the field those who already played xcom can jump straight into the war of the chosen expansion which appreciably alters the story and adds plenty of new enemies and featurestechnical problems keep this version of firaxis terrific strategy game from being the definitive edition but there are still some good reasons for many players to give it a shot for starters xcom collection on switch lets you take the game anywhere and as fans of turnbased strategy games know it a genre that lends itself to stopandstart play on buses and subways as well as waiting rooms and restaurants just as important it has all of the additional content released for other platforms including tons of soldier customizations of both the cosmetic and performance enhancing variety as well as new environments and missions it also features the war of the chosen expansion which alters the main campaign so much with new tactics classes enemies and gear that returning players will almost feel as though they playing a completely different game the chosen enemy bosses who can appear at almost any time and are capable of onehit kills are fantastically challenging and the hordes of lost enemies provide terrific fodder to up your soldiers kill countsall of this said playing xcom on switch does come with drawbacks all of which fall into the technical category expect long load times between missions and some very choppy frame rates plus the visuals have taken a significant hit with characters and locations appearing muddy most of the time this even applies to the game text which can be so small and blurry that it almost impossible to read especially when playing on the switch small screen rather than a tv happily these problems don really impact the game turnbased action or base building tactics which have always been the chief draw if you can grow accustomed to these limitations xcom collection will deliver dozens of hours of turnbased strategy blissfamilies can talk about violence in the media is the impact of the violence in xcom collection affected by the lack of empathy each side has toward the other would the game have the same engaging quality if there was a way to negotiate with enemies instead of attacking them all the time would gameplay be as fun if the blood and gore wasn included in battledo you feel more invested in your decisions as a player when your heroes don come back if they killed in a mission does knowing and fearing that they could die create more of an emotional connection with these characters as they evolve and grow,en,390.0,Negative
commonsensemedia,2022/05/04,https://www.commonsensemedia.org/game-reviews/vader-immortal-a-star-wars-vr-series-episode-ii,Vader Immortal: A Star Wars VR Series – Episode II,parents need to know that vader immortal a star wars vr series episode ii is the second chapter of the episodic scifi adventure available for download on oculus quest and oculus rift vr systems the story picks up immediately after the previous game with players taking an active role in an unfolding star wars story there are scenes of fantasy violence with players attacking various creatures and robots with lightsabers while using the force to throw rocks explosives etc while there plenty of violence it never anything graphic or extreme parents should also be aware that since it a vr game younger kids may have some issues also the overall adventure is episodic so players will need to pay for the additional chapters to get a complete experiencevader immortal a star wars vr series episode ii is the second chapter in an interactive star wars series that gives players the opportunity to be an active part of an original adventure focused on the classic sith lord himself darth vader this installment picks up where the last chapter ended with players learning of their past lineage and its ties to the force these ties serve the purpose of vader and his quest to access ancient temples buried deep beneath his base on the volcanic planet of mustafar now as vader prisonerprotg you make your way through the labyrinth of ruins to recover a mythical relic of immense power along the way you must choose whether you will find a way to slip from vader grasp and keep him from his grand desire or if you succumb to the dark side and serve your new master as his dark apprenticethe time has come for oculus owners to return once more to a galaxy far far away vader immortal a star wars vr series episode ii picks up right where the previous episode left off with players discovering their previously unknown ties to a powerful force user from the past this episode cuts out some of the initial fluff of the first episode assuming players are already familiar with many of the mechanics of the game this makes for a substantially shorter episode but the constant action makes up for a lot of it vader also more of a presence in this episode than before which makes sense for a game where he the marquee character still it not very long before the obligatory cliffhanger moment leaves fans waiting for the release of episode iiiwhile the story in episode ii might come up a little on the short side that doesn mean the game isn still packed with a lot of fun especially at its price point the new lightsaber dojo alone is well worth the price of admission while the mode seemed like icing on the cake in the last episode it been expanded for this second outing and the results are a blast it particularly fun to tap into your newly acquired force talents to pull off wild moves such as tossing your lightsaber at foes like a neon boomerang of destruction while the vaderrelated storyline is what likely to draw you in initially it hard to deny that it the lightsaber dojo that keep you coming back for more as you unleash your inner jedi or sithfamilies can talk about violence in entertainment is the impact of the violence in vader immortal a star wars vr series episode ii affected by the fact that it fantasy violence would it have a larger impact if the violence was more realistic what are some of the ways that violence is portrayed in movies tv and gameshow does vr technology help to create a more immersive entertainment experience what are some ways that advances in vr can be used outside of entertainment in more practical applications,en,455.0,Positive
commonsensemedia,2022/05/04,https://www.commonsensemedia.org/game-reviews/wwe-2k22,WWE 2K22,parents need to know that wwe is a sports entertainment fighting game available on the xbox series xs xbox one playstation playstation and windows based pcs the game is the latest annual entry in the games and world wrestling entertainment wwe franchise returning after skipping a year in for improvements the game features a roster made up of current and former wwe superstars that fight in a variety of choreographed combat matches violence is a focal point of the game with pain and injury shown on the fighters there also the option to add onscreen blood to the mix though the option is turned off in the settings by default wwe does includes mild profanity and suggestive comments in some of its dialogue while both male and female wrestlers are often shown in somewhat revealing outfits parents should also be aware that the game features options for online multiplayer and for sharing custom content creations both of which could expose younger players to potentially offensive content there also a significant push for microtransactions with some content locked behind downloadable content that can be earned by playing or purchased using real moneyafter a one year hiatus the superstars of the wwe ring return to ring in wwe the latest entry in games series based on the popular sports entertainment brand the game has been rebuilt from the ground up with new gameplay new graphics new game modes and a massive roster of past and present wwe athletes players can recreate their favorite battles in either solo or local and online multiplayer choosing superstars and competing in everything from standard oneonone and tag team matches to brutal steel cage or last man standing matches to epic battle royal bouts you can relive history as you revisit the long and storied journey of wwe legend ray mysterio jr replaying key moments and matches that shaped his career or you can use the game myrise mode to build your own legacy taking a custom built superstar through their own unique career path with all the trials and tribulations that come with seeking out championship gold or maybe you rather act more behind the scenes than in the spotlight wwe new mygm mode give you total control over one of the wwe flagship shows where you responsible for signing new talent planning events and setting the foundation for some great storylines do you have what it takes to keep the hype machine rolling and gain those allimportant ratings over the other three shows with all of these updates and changes wwe has set itself up for a comeback of grand proportionssometimes taking a break can make a world of difference take wwe after the previous game in the series received a lukewarm reception at best the publisher skipped a year and went back to the drawing board the result is a game that gives a sorely needed second wind to a series on the verge of tapping out new controls and gameplay makes the series more accessible to newcomers superstar moves chain together in a much more fluid way giving players a sense of real accomplishment after stringing together a stellar combination of attacks and on the defensive side the improved blockreversal mechanic combined with a new dodge command gives players a fighting chance to keep from getting mercilessly pummeled while it much easier to pick up and play veterans of the series will still enjoy the technical aspects of the game superstars move much more like their real world counterparts and movesets allow a diverse arsenal of attacks and a wide range of strategic options in matchesthough wwe is a massive leap forward for the franchise it not without its share of flaws some frustrating technical glitches still pop up from time to time though much less frequently than in the past plus there always the likelihood of these getting patched out later then there the roster of wwe superstars due to the unavoidable lag between development and release which coincided with massive talent releases at wwe a large number of current superstars available are no longer with the company in fact many have even debuted to much fanfare in other wrestling promotions the mygm mode seems like it was tacked on at the last minute while planning and running your own fantasy football take on the wwe flagship shows is something fans have been craving it just feels anemic and lacking any real depth the showcase mode also feels a bit bare with substantial and surprising gaps in the spotlight on the career of wwe legend ray mysterio jr thankfully the remaining modes more than make up for these weaknesses taking your custom created superstar on his or her journey in myrise is an absolute blast the new myfaction mode provides a constant stream of new challenges while also appealing to the collector mindset with its trading card element while far from perfect wwe still breathes new life into the franchise as both a resurrection from the ashes of the last game and as one of the best outings for the wwe series as a wholefamilies can talk about violence in entertainment is the impact of the violence in wwe affected by the fact that the action and drama of the wwe events shows and games are scripted do you think this has a greater impact on younger audiences what are the risks involved in imitating the moves of the trained performers what are some of the risks facing these performers even with their extensive practice and traininghow can wwe customization features allow players to get more integrated into a gaming experience does this type of content creation help players enjoy the experience on a more personal level,en,473.0,Positive
commonsensemedia,2022/05/04,https://www.commonsensemedia.org/game-reviews/tiny-tinas-wonderlands,Tiny Tina's Wonderlands,parents need to know that tiny tina wonderlands is a firstperson shooter for xbox series xs xbox one playstation playstation and windows pcs this is the latest chapter in the longrunning borderlands shooting franchise using a variety of weapons including guns swords and axes as well as magic spells players kill a lot of people living and undead as a result there a lot of bloodshed and cries of pain there also a lot of ribald humor the monarch of the land is queen butt stallion long may she reign as well as curse words such as ass dk and prk in the dialogue while some enemies have exposed butt cheeks and butt crack players can customize the look of their character including their gender voice and skin color as well as their choice of pronouns theythem sheher hehim with the former having no bearing on the latter unlike previous installments the type of character you play doesn also dictate your gender the game is playable solo or coop with communication between online coop players not monitored possibly exposing players to inappropriate contentin tiny tina wonderlands the titular character from the borderlands series has once again organized a game of bunkers and badasses a dungeons dragonslike tabletop roleplaying game imagining yourself on this magical quest you vow to prevent the return of the evil dragon lord and to save the beautiful queen butt stallion which you do by shooting and magically dispatching tons of fantasy creatures exploring the kingdom and generally going on the kind of epic adventure you usually go on when you play a borderlands game just with fantasy tropes and unfinished wood taking the place of scifi stuff and polished metalthough it not a radical reinvention this fantasythemed version of the longrunning scifi shooter series does feel fresh and fun an offshoot of the borderlands series tiny tina wonderlands is also an openworld adventure game but with fantasy tropes taking the place of the scifi ones the idea being that you playing a dungeons dragons tabletop roleplaying game called bunkers and badasses not only are your enemies skeletons wizards and other fantasy creatures instead of space mutants and your shields now called wards but you also now cast magic spells instead of throwing grenades there are even times when you get to move your figurine around a game board all of which works well with this series usual mix of crazy gun battles nicely varied missions the ones with the goblins wanting better work conditions are especially entertaining and snarky humor augmented here by a voice cast that includes comedian wanda sykes lego batman dark knight himself will arnett and brooklyn ninenine andy sambergnow admittedly this never goes fullon lord of the rings you still using futuristic guns to take out most enemies and using shields sorry wards to protect you when your enemies shoot back even switching your melee weapons from the butt of your gun to swords and axes doesn change this much since doing this is still sadly ineffective but while the fantasy makeover doesn make this as different from a normal borderlands game the way the dragon age games are different from mass effect ones it also means that tiny tina wonderlands has the same kind of frantic firefights epic exploration and wide variety of missions that have made the regular borderlands such excellent shootersfamilies can talk about violence in video games is the impact of the violence in tiny tina wonderlands affected by the fact that you committing violence to stop the evil dragon lord do you feel any different when you kill a person in a game than when you kill a monster does it matter that the visuals here are cartoonish and amusing instead of gory and realisticin tiny tina wonderlands you sometimes go into people homes and businesses and take their stuff without asking and oddly without them complaining but would you like it if someone did that to youtiny tina wonderlands has a lot of suggestive and dirty jokes do you find these jokes to be funny if so what funny about them do you find them to be inappropriate or ok,en,335.0,Positive
commonsensemedia,2022/05/04,https://www.commonsensemedia.org/game-reviews/bloons-td-6,Bloons TD 6+,parents need to know that bloons td is a downloadable strategy game exclusively for apple arcade this is the latest chapter in a longrunning app franchise although this version doesn have any ingame purchases the tower defense game puts players in control of a group of monkeys and their structures as they attempt to destroy balloons from invading their lands across a specific pathway there no inappropriate content within the game since you tossing darts or other weapons to make balloons pop the challenge with the game comes in learning the various abilities of each monkey and tower and placing them strategically to eliminate the kinds of balloons that descend in each round at faster speeds with varying properties to help them survive incoming attacksbloons td doesn really have a significant story to pay attention to unlike other apps the premise behind the game is that a collection of balloons or bloons as the game calls them have decided to travel along a twisty path through towns villages forests and other landscapes clearly taunting the monkeys that inhabit these locations taking up arms against their mortal enemies the monkeys decide to blast these threats out of the sky okay perhaps that a bit more melodramatic than it actually is but the concept is basically the same players will place monkeys each with their own skillsets and abilities such as ninja snipers or wizards in the balloon way to deflate the oncoming hordes of floating orbs each inflatable that you take down with earn you coins that you can use to upgrade their skills and firepower or purchase new units like heroes with their own destructive abilities what more every single balloon popped gives your units experience allowing them to gain attacks and evolve into more powerful units there also the option to erect structures like spike factories and bomb shooters to cause significant amounts of damage or markets and villages to provide coins and speed boosts to your units apart from the levels that come with the game bloons also features daily challenges and the option to build your own levels that can be uploaded for other gamers to explore will you and your monkeys finally gain the upper hand against these wicked bloonsthis simple to learn strategy game is deceptively fun and packs loads of levels that will keep you coming back to pop round after round of balloons bloons td is one of those games that got a simple premise defeat everything along a path before it gets to your base but it the methods that you use to accomplish these goals that part of the fun honestly when the last time that you deployed a pack of superhero pirate or ninja monkeys to destroy balloons it absurd but it also hilarious and engaging to watch them attack these inflatable enemies with their darts boomerangs or other abilities it also fascinating to see how varied the bloons can be themselves from iron balloons that shrug off most attacks to ceramic balloons that burst smaller orbs forward when shattered you frequently be facing off against a challenging set of odds that only get more intense at higher difficulty levels and the longer you survive each round fortunately as you succeed through these trial and error stages you gain additional experience and unlock powers that can be used to tip the balance of a stage in your favor that provides an additional level of depth as you start to customize and enhance your units to produce more damage cause secondary effects on the field of battle or earn additional cashbut the fun doesn simply stop within the regular campaign there are daily levels released to give you new challenges as well as special events that restrict your units earned cash or pit you against gigantic blimps to test your strategic skills players also have the option to create and upload levels as well ensuring virtually an endless number of challenges for the game community if there was an issue that could be presented about bloons is that it not always clear about some game features it hard to tell why certain pathways are fully closed off for characters after you selected some upgrades over others it just feels arbitrarily determined additionally it can be frustrating to go through an entire level setting up for seemingly every single option only to face a set of bloons on a later level that your forces can possibly destroy but these are minor issues for a game that this deep and entertaining if you a strategy fan or interested in what tower defense games are all about give bloons td a few rounds you have a blastfamilies can talk about trial and error bloons td frequently throws an overwhelming amount of balloons at you until you either succeed or fail a level but what can be learned about this approach to gameplay is it useful to continually fail until you learn how to succeed or should the game give assistance after a while to prevent frustrationdo you enjoy playing as the monkeys in bloons td would you like to have a chance to be the balloons instead what kind of balloons or powers would you want to use if you had the opportunity to control these inflated opponents,en,402.0,Positive
commonsensemedia,2022/05/04,https://www.commonsensemedia.org/game-reviews/the-great-ace-attorney-chronicles,The Great Ace Attorney Chronicles,parents need to know that the great ace attorney chronicles is a criminal investigation adventure game available on playstation nintendo switch and windowsbased pcs the game is a compilation of the first two titles in the great ace attorney saga previously released only in japan on the nintendo and is the latest chapter in the longrunning ace attorney franchise players follow the adventures of ryunosuke runo naruhodo as he investigates cases and defends the wrongly accused in court the game focuses on observation critical thinking and making logical deductions the cases involve serious violent acts usually murder requiring players to investigate crime scenes that include the bodies of the victims and pools of blood characters will often describe the acts in detail though there no explicitly graphic depiction of gorecollecting two previous japanonly releases into one complete package the great ace attorney chronicles reaches back through the pages of history to tell a new tale of courtroom justice proving that being an ace attorney has always been a family affair the game transports players to the late century where they are introduced to ryunosuke runo naruhodo an ancestor of series star phoenix wright after being falsely accused of murder and forced to defend his innocence runo gains a healthy respect for the legal process as well as a firsthand understanding of how it doesn always favor the accused he travel between the empires of both japan and britain where runo will find himself center stage as a series of grisly crimes take place you need to use all your observational skills to uncover clues and to find discrepancies in witness testimonies searching out the truth and making sure that true justice is done when the final gavel comes downwhen it comes to courtroom drama in the video game world there no argument that the legal eagles of capcom longrunning crime series are the best to take the case the great ace attorney chronicles continues this tradition by following the precedent set forth in the previous games while establishing itself as a fresh start for a new pool of gaming jurors the game does a great job of using its setting and cast to craft a brandnew world for the series the characters while giving off an air of familiarity feel distinct enough to build from plus the historical century setting between the two culturally unique countries seems rich with potential meanwhile the underlying gameplay stays faithful to the franchise giving fans more of what they come to expect without alienating newcomers to the ace attorney universewith two full games worth of content there are plenty of cases for players to test their investigative and interrogation skills with as with most of the ace attorney games this can be a bit of a doubleedged sword on the one hand there a huge sense of accomplishment when players can catch a witness in a lie or uncover a key piece of evidence on the other overlooking one slight detail might leave the player perpetually stuck and frustrated the game does include an optional story mode which can be turned on or off at any time when story mode is on the plot unfolds automatically with the game handling all the choices and puzzlesolving aspects this is great for fans who are more interested in the story than in anything else but considering the game lack of replayability and the fact that there only ever one real outcome to each case taking the interactivity out of the formula makes the experience little more than an animated book still this is an impressive collection that mystery fans will truly enjoyfamilies can talk about violence in video games is the impact of the violence in the great ace attorney chronicles affected by the animated art style and the lack of visual depictions of violent acts would the impact be intensified if the visuals were more realistic and bloodyhow do games like the ace attorney series compare to the realworld legal system can games like these encourage younger fans to pursue a possible career in the field,en,347.0,Positive
commonsensemedia,2022/05/04,https://www.commonsensemedia.org/game-reviews/wylde-flowers,Wylde Flowers,parents need to know that wylde flowers is a storybased farminggardening sim for apple arcade the game follow the story of a young girl that moves to a small town to help out her grandmother but it also folds in a hint of the supernatural with witchcraft being tied to some of the farming play there are occasional alcohol imageryreferences but otherwise there nothing inappropriate included in the gameplaywylde flowers is a farming and gardening simulation that folds in many other game mechanics and story elements it tells of a young girl named tara who arrives in the small coastal town of fairhaven to help out with her aging grandmother the game starts with learning how to plant and cultivate fruits and vegetables but you also take on tree planting mining farming and fishing tasks perform various missions for the townsfolk and bake and sell food from your farm early on players will discover you a witch as part of a coven you must master spells and learn how to ride a broom the cast of about two dozen residents all have speaking roles with about hours of dialog recorded for this game and each has a backstory to learn you find friendship and perhaps love as you settle into fairhaven as your new homethis is a really good game that both relaxing and stimulating at the same time far more than a typical farming simulation wylde flowers offers a lot of content whether you have a few minutes or couple of hours to kill it may not have the replayability of other sims and there are a couple of technical bugs but it one of the best digital diversions on the popular service the first thing you notice is how alive the town feels whether you meeting the citizens or performing missions you always feel like there something new to discover you also discover grandma secret and the role you play in it too and how to improve in your witchy ways as well and you can focus on what you like depending on the kind of experience you after whether it a calming afternoon of fishing hanging out in the pub if it open or making and selling wares a larger mystery hangs over fairhaven which you also peel back wylde flowers excels not just in its pacing but also making you feel you in control of where you want the story to go including relationships which further draws you into this storythere are a few little glitches of walking through objects or getting stuck in items which can make you want to proceed close to a home or a person only when they seem to be nearby unfortunately this may result in not wanting to explore this small but vibrant town other than some other bugs like picking moonflowers and thistles to make grandma tea but it wasn in your inventory when you returned back home or a character you converse with but when you see him again he acts like it the first time he met you there really isn much else to complain about without spoiling the story for you wylde flowers is all about community inclusion and acceptance and love of family friend and neighbor apple arcade subscribers who enjoy life simulations shouldn hesitate to download this charming adventurefamilies can talk about whether seeing alcohol in wylde flowers will make younger players want to consume alcohol in real life is it any different than seeing someone drink a beer or wine in a tv show or moviedo you think that parent won like the theme of witches and how large a role it plays in wylde flowers which seems like a garden sim is it harmless fantasy or will some think it embraces paganism,en,307.0,Positive
commonsensemedia,2022/05/04,https://www.commonsensemedia.org/game-reviews/fortnite,Fortnite,parents need to know that while the original strategyfocused version of fortnite also known as save the world is a survival action game for playstation xbox one nintendo switch windows and mac it the wildly popular lastplayerstanding mode known as fortnite battle royale that taken off and become a huge hit there also a mobile version of the popular battle royale mode that lets portable players engage with and play against console and pc gamers fortnite battle royale which now includes the personalizedadventurecreation creative mode as well pits up to players against each other in solo duo or up to fourplayer squads to see who can survive the longest against each other in an evershrinking map the game has a cartoonish style and the violence while persistent isn bloody or particularly gory even though you using melee weapons and firearms to eliminate opponents the game does push players to make additional ingame purchases to acquire many cosmetic items objects and celebratory animations though they not required to play while there isn any profanity in the game dialogue the game online nature could expose younger players to iffy language from random strangers in voice or onscreen text chat in save the world gamers use strategic thinking creativity and forward planning to build fortifications while working with teammates to defend survivors and objectives from waves of creepy zombielike monsters if you want to know more about this phenomenon be sure to check out our parents ultimate guide to fortnitefortnite is currently one of the most popular video games in the world but the majority of most players attention isn on the original strategyfocused singleplayer campaign also known as save the world but rather the standalone lastplayerstanding mode known as battle royale here gamers take on up to other players by themselves with a partner or as part of a fourplayer squad to see who can survive the longest against opponents on an evershrinking map during matches players will gather materials and build structures to defend themselves against incoming fire using firearms melee weapons and explosives to defeat enemies players can also practice building structures test their aim with the various guns in the game and take on three other friends in playground mode the battle royale mode has also added a creative editor to allow players to create their own adventures and recently has added live events where players can gather together and watch concerts movie screenings or other events the content within the these live events will vary based on what being shown so players and parents will need to check to make sure that content is appropriate the save the world version of fortnite looks very similar visually to battle royale but is always played solo and players fight zombielike monsters called husks both versions of the game take place after the storm an apocalyptic event in which percent of the world population simply vanished but only save the world has the husks and in that version after stumbling onto and taking command of an abandoned hightech shelter facility it up to you to take charge of a group of brave heroes as they fight back under your guidance these heroes will gather precious resources rescue survivors and build a refuge from the lumbering armies of the undead along the way you might just discover the source of the storm and save all humanity in the processthe popularity of this sandbox shooter multiplayer mode eclipsed the strategyfocused story but no matter which you play it fastpaced and will keep you coming back for more fortnite battle royale became perhaps the most popular game in the world by early its cartoonish take on lastplayerstanding gameplay struck a chord with both casual and hardcore players the gameplay isn bloody or gory but it demands that gamers be willing to go through many play sessions to improve their strategy and get better at surviving on the evershrinking battlefield there are some moments when players will defeat others and celebrate their misfortune but the overall tone of matches is typically light and friendly which is one of the reasons people are so eager to play just one more while there a heavy push to buy items and animations they not necessary to enjoy the multiplayer experience battle royale takes place in themed weekslong seasons that adds content like halloween costumes or christmas emotes as well as fundamental changes to the overall experience just when you think the developers have tossed in everything they could including the kitchen sink a new season comes along and throws in a whole new kitchen that makes fortnite is a constantly growing and evolving experience frequently with new areas to the game map vehicles and most recently cannons it also borrowed new features from competitors as well fortnite borrowed the ping system from apex legends to indicate things that squadmates would want to pay attention to like building materials or ammunition in late the game added yet another new mode fortnite creative an editor that gives players access to intuitive easytouse ingame tools to create their own personalized adventures players can build to their heart content or collaborate with friends and let their collective imaginations run wild once their masterpiece is done players can even share their works with the rest of the community in the game showcase area dubbed the block each season the block will shine the spotlight on select playergenerated content adding a constantly changing element to play while encouraging fans to create something new and exciting strengthening the game sense of community and camaraderie in the processfortnite original save the world mode is a deeper standalone option with a heavy focus on teamwork instead of competition players take on the swarm the result of the storm bringing the dead back to life trying to save innocent survivors and collect resources to develop a headquarters that a safe haven save the world missions can be played solo or by joining forces with other players while running around the map collecting resources building structures and attacking groups of zombies sounds complicated it actually feels like second nature on top of that save the world campaign story strikes a perfect balance of fun and creepy with a lighthearted humor that as much fun to watch as it is to play the main problem comes between the action when you have to maintain your characters inventory and so on it not intuitive and it poorly explained eventually you fumble your way through the tactics here but it still a frustrating headache fortunately it a snag that doesn affect play much and you be back building shooting and saving the world with a smilefamilies can talk about violence in video games fortnite battle royale focuses on eliminating players to be the last one standing but does the violence have less impact because there no blood or gorewhat are some good ways to prepare for disasters and how important is it to have an emergency plan in placewhat are some positive ways to foster sporting conduct and teamwork in games what are some ways to deal with toxic players in an online environment does fortnite battle royale focus on combat limit the focus on teamwork within the game,en,508.0,Positive
commonsensemedia,2022/05/04,https://www.commonsensemedia.org/game-reviews/gibbon-beyond-the-trees,Gibbon: Beyond the Trees,parents need to know that gibbon beyond the trees is an action game exclusively for apple arcade and playable on iphone ipad apple tv and mac and it suitable for players of all ages younger kids will enjoy swinging through the trees and unlocking new areas while older players will appreciate the ecological message of survival there isn any inappropriate content in this gamegibbon beyond the trees is a handdrawn arcade game about a gibbon in search of freedom and security for its small family and species as a whole after a short intro movie of a gibbon family in the jungles of borneo gamers will learn how to swing through the trees jump across huge chasms perform somersaults in the air and run along branches as they make their way to new locations in the main story campaign after this singleplayer adventure is completed a liberation mode is unlocked which challenges players to navigate around various areas to free captive animals the game features colorful handpainted visuals music and gibbon sounds all to help tell a story of survival amidst a backdrop of human threats to these primates including deforestation hunters and climaterelated crisesbetween the engaging gameplay attractive presentation and important message this is an extraordinary addition to the apple arcade family of games gibbon beyond the trees isn a perfect adventure mind you but it pretty close to an instant classic the fun is the freedom of swinging through the trees and exploring the different ways to reach your destination that includes mastering the momentum of your movement working with fellow gibbons reinforcing cooperative themes and unlocking new environments and environmental challenges that challenge your wits timing and patience it really is a beautifully crafted game so once you get over the learning curve of the touchbased controls and there most definitely is one you can focus less on maneuvering your gibbon and more on appreciating the aesthetics and level designthat is one of the bigger issues with the game that truthfully frustration with the controls may cause you to uninstall the game quickly after starting the other issue with gibbon beyond the trees is its brevity while it may not be that much of an issue for some there only a couple of hours of play here in the main story campaign and liberation mode which offers procedurally generated jungle scenes perhaps the developers can add more content over time that said there are unlockable achievements to earn too if you can get past a tricky first few minutes of learning the ropes with this game you certainly won be disappointed in gibbon beyond the trees give yourself a bit of time to fall for the game charm and messagefamilies can talk about the ecological threats caused by humans like deforestation poaching and climate change does this game bring these issues to light yet in an entertaining fashionwhat the link between learning about issues in a game no less and doing something about improving them how can people help bring awareness to these environmental issues or help those affected perhaps with donations,en,268.0,Positive
