name,date,url,header,content,lang,total_word,sentiment
gematsu,2022/05/04,https://www.gematsu.com/2022/04/final-fantasy-xvi-development-in-the-final-stretch,Final Fantasy XVI development in “the final stretch”,development on final fantasy xvi is in the final stretch producer naoki yoshida said in the latest issue of uniqlos free instore ut magazine which includes an interview with yoshida as part of the clothing companys collaboration with final fantasy for the franchises anniversarycurrently development on the latest title final fantasy xvi is in the final stretch yoshida said as a singleplayer game final fantasy xvi aims to unify the story and gameplay experience unlike online games which portrays multiple players at once final fantasy xvi has an individual focus which makes the story more immersive and i think the story has become quite deep my hope is that the adults who have grown up understand the rules of society and drifted away from final fantasy thinking the real world isnt as easy as a video game can remember the enthusiasm they had back then thats what were keeping in mind as we make this gamefinal fantasy xvi is in development for playstation more information is planned to be announced this springthanks via rffxvi,en,108,Positive
gematsu,2022/05/04,https://www.gematsu.com/2022/05/eldest-souls-large-scale-update-depths-of-the-forgotten-now-available,Eldest Souls large-scale update ‘Depths of the Forgotten’ now available,publisher united label and developer fallen flag studio have released a largescale update for eldest souls dubbed depths of the forgotten which adds approximately percent more content to the gamewe at fallen flag studio have been so overwhelmed by the hugely positive reception to our first game eldest souls that we felt compelled to release a free major expansion as a thank you to our fan base said fallen flag studio cofounders and directors francesco barsotti and jonathan costantini in a press release we hope both new and existing fans alike relish the new challengehere is an overview of the expansion via united labelthe expansion adds approximately percent more content in the form of three new boss fights each with its own battlefield and devastatingly difficult attack patterns as players progress through the forgotten depths far removed from the moons pale radiance they are rewarded with even more customization options building on the games already extensive range of unique abilities and movesetsdepths of the forgotten also introduceseldest souls is available now for playstation xbox series playstation xbox one switch and pc via steam gog and humble storewatch a new trailer below view a new set of screenshots at the gallery,en,132,Positive
gematsu,2022/05/04,https://www.gematsu.com/2022/05/ubisoft-montreal-takes-over-prince-of-persia-the-sands-of-time-remake-development#comments,Ubisoft Montreal takes over Prince of Persia: The Sands of Time Remake development,ubisoft montreal will take over as lead developer on prince of persia the sands of time remake from ubisoft pune and ubisoft mumbai publisher ubisoft announcedthe following message was published on the games official twitter account todaythe development of prince of persia the sands of time remake will now be led by ubisoft montreal the very birth place of the epic sands of time trilogythis decision is an important step and the team building upon the work achieved by ubisoft pune and ubisoft mumbai will now take the time they need to regroup on the scope of the game to deliver you the best experience for this remake of an alltime classic when its readywe want to thank you all for your continuous support and patience throughout the development rest assured that we will update you on the progress in a future updatethe development teamprince of persia the sands of time remake is announced for playstation xbox one and pc,en,92,Positive
gematsu,2022/05/04,https://www.gematsu.com/2022/04/endless-dungeon-bunker-hero-reveal-trailer#comments,Endless Dungeon – Bunker hero reveal trailer,publisher sega and developer amplitude studios have released a new trailer trailer for roguelite tactical action game endless dungeon introducing playable character bunkertheres a new sheriff in town by town we mean menacing abandoned space station and by sheriff we mean robot tank obsessed with order justice and of all things politeness sega said thats right folks its time to meet bunkerendless dungeon is in development for playstation xbox series playstation xbox one switch and pc via steam a release date has yet to be announcedwatch the trailer below,en,69,Negative
gematsu,2022/05/04,https://www.gematsu.com/2022/05/redout-ii-launches-may-26,Redout II launches May 26,redout ii will launch for playstation xbox series playstation xbox one switch and pc via steam and epic games store on may publisher saber interactive and developer announcedhere is an overview of the game via saber interactiveaboutredout ii is the future of racing rocketing out the gate with unique trackseach of which can be played in reverse for a grand total of tracks in all strafe tilt and boost through mindbending jawdropping courses in a variety of game modes including an expansive singleplayer campaign and competitive online multiplayer for up to players on pc playstation and xbox and up to six players on switch customize your hovership with a massive selection of options and feel the rush with a challenge tailored to your preferences with redout iis advanced calibration systemkey featureswatch a new trailer below,en,89,Positive
gematsu,2022/05/04,https://www.gematsu.com/2022/05/embracer-group-to-acquire-crystal-dynamics-eidos-montreal-and-square-enix-montreal-from-square-enix#comments,"Embracer Group to acquire Crystal Dynamics, Eidos Montreal, and Square Enix Montreal from Square Enix",embracer group has entered into an agreement to acquire crystal dynamics eidos montreal and square enix montreal from square enix as well as a catalogue of intellectual property including tomb raider deus ex thief legacy of kain and more than backcatalog titles the companies announced the total purchase price for the studios and intellectual property amount to million on a cash and debtfree basis to be paid in full when the transaction closes between july and september are thrilled to welcome these studios into the embracer group embracer group cofounder and ceo lars wingefors said in a press release we recognize the fantastic intellectual property world class creative talent and track record of excellence that have been demonstrated time and again over the past decades it has been a great pleasure meeting the leadership teams and discussing future plans for how they can realize their ambitions and become a great part of embracersquare enix america and europe ceo phil rogers added embracer is the best kept secret in gaming a massive decentralized collection of entrepreneurs whom we are thrilled to become a part of today it is the perfect fit for our ambitions make highquality games with great people sustainably and grow our existing franchises to their best versions ever embracer allows us to forge new partnerships across all media to maximize our franchises potential and live our dreams of making extraordinary entertainmentgoing forward square enixs development functions will comprise its studios in japan square enix external studios and square enix collective its overseas studios will continue to publish franchises such as just cause outriders and life is strange square enix also said the transaction enables the launch of new businesses by moving forward with investments in fields including blockchain artificial intelligence and the cloudhere is embracer groups full background and rationale for the acquisitionthe collection of studios represents a worldclass creative team of approximately employees across three studios and eight global locations including two of the most reputable aaa studios across the industry in crystal dynamics and eidos montreal the studios possess a unique ability to deliver blockbuster hits decade after decade the acquisition brings a compelling pipeline of new installments from beloved franchises and original intellectual property including a new tomb raider game the acquisition builds on embracers mission of creating a leading independent global gaming and entertainment ecosystem embracer has been particularly impressed by the studios rich portfolio of original intellectual property housing brands with proven global potential such as tomb raider and deus ex as well as demonstrating the ability to create aaa games with large and growing fan bases there are compelling opportunities to organically grow the studios to maximize their commercial opportunitiesthe portfolio of intellectual property consists of iconic franchises appreciated by critics and players alike for example two original intellectual property tomb raider and deus ex have sold aaa units of approximately million and approximately million respectively embracer sees an opportunity to invest in these franchises as well as the additional acquired intellectual property such as legacy of kain thief and other original franchises the acquisition also includes the continued sales and operations of the studios more than backcatalogue gamesfounded in crystal dynamics consists of almost employees across san mateo california bellevue washington and austin texas the studio is committed to creating narrativefocused aaa actionadventure games and is led by year veteran scot amos prior aaa releases from the studio include rise of the tomb raider and legacy of kain defiance crystal dynamics is actively working on several aaa projects including the next mainline tomb raider game that will deliver nextgeneration storytelling and gameplay experiencesfounded in eidos montreal consists of almost employees across montreal canada sherbrooke canada and shanghai china the studio focuses on creating memorable aaa experiences focused on unique stories and strong characters within the actionadventure and rpg genres the studio is led by david anfossi who has years of industry experience prior aaa releases include thief deus ex human revolution and shadow of the tomb raider the studio is working on a host of aaa projects including both new releases from beloved franchises and original intellectual propertyfounded in square enix montreal consists of almost employees across montreal canada and london uk the studio focuses on building mobile games that players will want to return to for years to come the studio is led by patrick naud who has years of industry experience the studio is uniquely talented in creating mobile experiences based on traditionally pc and console intellectual property such as hitman tomb raider and deus ex the studio will continue to develop and operate memorable mobile games based on aaa intellectual propertyafter closing this transaction the us will be embracers country by number of game developers and canada will be in total post pending closings embracer will have more than employees engaged game developers and internal studios embracers upcoming content pipeline includes more than games with more than aaa games this acquisition will bring additional scale to embracers current aaa segment and embracer will have one of the largest pipelines of pc and console games content across the industry across all genres as embracers pipeline matures this will be a key driver for organic growth in net sales operational ebit and free cash flowcurrently embracers development resources are fully utilized either by ongoing internal development projects or by projects financed by external publishers embracers teams dedicated to workforhire services to external studios and publishers are also fully utilized across all territories the lack of available resources in the industry and demand for these services exceeds our available capacity through this acquisition embracer will augment its development capabilities specifically within the aaa segment which will provide opportunities to accelerate organic growthembracer believes there will be an increasingly strong demand for highquality content including aaa singleplayer games over the decade we aim to continue working with leading platforms and license holders and to form deeper strategic relationships with a handful of leading companies in the industry furthermore synergies across embracers ecosystem benefit our people and companies our approach is that quality comes first in games development which is why we believe our decentralized operating model of empowering management teams while facilitating synergies positions embracer for sustainable longterm success,en,427,Positive
gematsu,2022/05/04,https://www.gematsu.com/2022/05/touhou-gouyoku-ibun-suibotsushita-chinshuu-jigoku-coming-to-switch-this-fall-in-japan,Touhou Gouyoku Ibun: Suibotsushita Chinshuu Jigoku coming to Switch this fall in Japan,publisher phoenixx and developer twilight frontier will release touhou project sidescrolling bullet hell action game touhou gouyoku ibun suibotsushita chinshuu jigoku for switch via nintendo eshop this fall in japan the companies announcedtouhou gouyoku ibun suibotsushita chinshuu jigoku first launched for pc on october is an overview of the game via its steam pageabouttouhou gouyoku ibun suibotsushita chinshuu jigoku is a bullet hell action game featuring characters from the touhou project seriesthe player controls the heroes as they pursue the mystery of the strange phenomenon that has occurred overcome the enemies that stand in their way and head for the abyssturn the thick difficulttoevade barrage of bullets unleashed by the enemy into water and slip through their attacks and use the water to unleash powerful attack spell cards to win the fightgameplaycontrol the player character to attack the enemy and when the enemys hp becomes zero move onto the next enemy if you make a mistake and your own hp becomes zero then it is game overby touching the enemys bullet barrage with a graze or attack you can extinguish or slip through their assault by touching the bullet barrage with the right timing you can use spiritual power to convert it to water by amassing a large amount of water you can unleash powerful spell cardsif you get a game over you can start over from the beginning of the stagenote nevergiveup attitude requiredstoryblack water gushed out from the ground it gave off a stench that was not easy to shed once it touched the body it was by no means water meant for daily usesome saw the black water that gushed forth as misfortune while others saw it as a good fortune some as holy some as evil some as a calamity and some as a means of financial prosperity with various theories in the air there were even some festivities among themhowever an incident occurred that sent a chill down the spines of those in high spirits from springs for drinking water to beautiful clearwater streams and hot springs meant for relaxation black water began to gush forthwatch a trailer for the switch version below,en,193,Positive
gematsu,2022/05/04,https://www.gematsu.com/2022/05/trek-to-yomi-launch-trailer#comments,Trek to Yomi launch trailer,publisher devolver digital and developer flying wild hog have released the launch trailer for sidescrolling action adventure game trek to yomi which will launch for playstation xbox series playstation xbox one and pc via steam on may it will also be available via xbox game passhere is an overview of the game via devolver digitalaboutas a vow to his dying master the young swordsman hiroki is sworn to protect his town and the people he loves against all threats faced with tragedy and bound to duty the lone samurai must voyage beyond life and death to confront himself and decide his path forwardkey featureswatch the launch trailer below,en,78,Negative
gematsu,2022/05/04,https://www.gematsu.com/2022/05/takkoman-kouzatsu-world-now-available-via-steam#comments,Takkoman: Kouzatsu World now available via Steam,touhou project bullet hell action game takkoman kouzatsu world is now available for pc via steam for publisher playism and developer illucalab announced it supports english and japanese language optionstakkoman kouzatsu world first launched for pc via the playism store on may in japan the playism store has since closed so the game has been unavailablehere is an overview of the game via playismstorya world of bounty and ordergensokyo a world of ruin and chaoskouzatsukyoa great calamity evoked by an unknown being which spun these opposite worlds togetherwithin this destroyed world a single girl awakens her name was takoringame systemtakkoman is an epic sidescroller overflowing with action elements defeat the mini and main bosses in each stage show them whos the real bosstake down all the enemies that stand before you gracefully sidestep waves of enemy fire strike fear into the bad guys with a rich variety of attacksmagic gauge filled up time to show off your special attack boost your score by being the flashiest person in the roomaction and attackstakorin is capable of all sorts of crazy actions and attackslong range shots for enemies far away check a twostage charge attack check a powerful kick for enemies nearby check master more than ten different skills using the directional keysadditionally takorin can dodge around enemy attacks while dashing not to mention her ability to dash up to twice in midairwatch a trailer below,en,163,Positive
gematsu,2022/05/04,https://www.gematsu.com/2022/05/sniper-elite-5-features-trailer,Sniper Elite 5 ‘Features’ trailer,rebellion developments has released a new trailer for sniper elite showcasing the firstperson shooters key featuresget the latest details belowthe games expansive campaign is set in france in and centers around the events of dday elite marksman karl fairburne uncovers a nazi plot called operation kraken that could turn the tide of the war back in their favor working in the shadows behind enemy lines karl has to use all the skills at his disposal to destroy operation kraken and the mastermind behind it abelard mller the full campaign is playable in twoplayer online coop allowing players to team up as they fight the axis force and track down mllerhowever human players can also try to thwart karls progress as the new invasion mode allows an opposing player to join your game as an axis sniper tasked with hunting karl down and taking him out the invading player can make use of ai axis soldiers to help them find karls location creating a highstakes game of cat and mouse meanwhile karl can utilize phones placed within the level to gather intel on the invader and their location invasion mode can be toggled onoff in the game menumultiplayer is not restricted to the campaign as a suite of tense multiplayer combat modes are also available complete with all format crossplay sniper elite multiplayer features four core game modes each with a host of customization options allowing players to create their own matchesthe sniper elite franchise has always been recognized for its advanced gun physics and this has been elevated even further for sniper elite with weaponry painstaking recreated from realworld references to ensure maximum authenticity the guns in sniper elite contain a meticulous level of detail and all have their own unique feel and characteristics to the playerthe series defining kill cam has also been elevated clinical kills with pistols and smg will now trigger the kill cam in addition to rifle and takedown kills bullets will ricochet off bone causing increased devastation which is shown to the player in even more gory detail than ever beforeweapon customization has also been greatly enhanced with players now able to change a weapons stock magazines receiver barrel scopes and iron sights as well as its materials this allows every player to create a suite of weapons that perfectly suit their individual playstyle as well as the mission that they are undertaking customization options are unlocked in the game by discovering workbenches that are hidden within the maps at these benches players can then customize their loadout meaning that they can adapt their playstyle and approach on the fly without having to restart a missionnew traversal mechanics have unlocked even more playstyle options the routes you take can define if you are stealthy and stay in the shadows or go loud and take the fight to the enemies headon the ability to climb vines for example allows karl to reach new areas of the map giving him sneaky routes great vantage points and access to secret locations further adding to each missions replayabilitysniper elite is due out for playstation xbox series playstation xbox one and pc via steam epic games store and microsoft store on may it will also be available via xbox game passwatch the trailer below,en,296,Positive
gematsu,2022/05/04,https://www.gematsu.com/2022/04/final-fantasy-xvi-development-in-the-final-stretch#comments,Final Fantasy XVI development in “the final stretch”,development on final fantasy xvi is in the final stretch producer naoki yoshida said in the latest issue of uniqlos free instore ut magazine which includes an interview with yoshida as part of the clothing companys collaboration with final fantasy for the franchises anniversarycurrently development on the latest title final fantasy xvi is in the final stretch yoshida said as a singleplayer game final fantasy xvi aims to unify the story and gameplay experience unlike online games which portrays multiple players at once final fantasy xvi has an individual focus which makes the story more immersive and i think the story has become quite deep my hope is that the adults who have grown up understand the rules of society and drifted away from final fantasy thinking the real world isnt as easy as a video game can remember the enthusiasm they had back then thats what were keeping in mind as we make this gamefinal fantasy xvi is in development for playstation more information is planned to be announced this springthanks via rffxvi,en,108,Positive
gematsu,2022/05/04,https://www.gematsu.com/2022/04/grimgrimoire-oncemore-second-trailer,GrimGrimoire OnceMore second trailer,publisher nippon ichi software and developer vanillaware have released the second official trailer for grimgrimoire oncemorethe trailer dubbed the lesson trailer teaches viewers the basics of the battle system which is focused on summoning familiars by the power of grimoiresgrimgrimoire oncemore is due out for playstation and switch on july in japan read more about the game herewatch the trailer below,en,47,Negative
gematsu,2022/05/04,https://www.gematsu.com/2022/05/thymesia-launches-august-9,Thymesia launches August 9,action rpg thymesia will launch for playstation xbox series and pc via steam on august publisher and developer overborder studio announced a demo is available now for pchere is an overview of the game via kingdom once thriving on the power of alchemy enters an age of calamity after discovering the price behind alchemy an attempt to stop the use of it backfired within a few days the kingdom was in chaos and the streets infested with monstersthe key to understanding all of this is in corvus hands but he has lost his memory the truth can only be found within his memories but every time he dives back in he only finds more secretskey featureswatch a new trailer below,en,88,Positive
gematsu,2022/05/04,https://www.gematsu.com/2022/05/xbox-game-pass-adds-trek-to-yomi-citizen-sleeper-danganronpa-2-goodbye-despair-anniversary-edition-and-more-in-early-may#comments,"Xbox Game Pass adds Trek to Yomi, Citizen Sleeper, Danganronpa 2: Goodbye Despair Anniversary Edition, and more in early May",microsoft has announced new titles coming to xbox game pass for console and pc in early may which includes trek to yomi citizen sleeper danganronpa goodbye despair anniversary edition and moreget the details below in case you missed it available today coming soonmay downloadable content game updatesavailable now xbox game pass ultimate perksavailable nowmay xbox ultimate play sweepstakesultimate game pass members in select regions are eligible to win amazing gaming prizes from laptops and tablets to new consoles and tv setups theres an ultimate game room upgrade grand prize and in addition there will be new prizes awarded each week from april to may up at here and then once you sign up just play game pass games on your console for one continuous hour to get an entry one entry per day terms applyno purchase necessary in us ca northern ireland open to the united states united kingdom canada france and germany ages and older only see official rules for how to enter without purchase for residents of us ca and northern ireland enter by may leaving soonthe following games will be leaving the game pass library soon so make sure you jump back in before they go remember to use your membership to save up to percent off your purchase to keep these in your libraryleaving may may ,en,143,Positive
gematsu,2022/05/04,https://www.gematsu.com/2022/04/earth-defense-force-6-launches-august-25-in-japan#comments,Earth Defense Force 6 launches August 25 in Japan,alien thirdperson shooter earth defense force will launch both physically and digitally for playstation and playstation on august in japan for yen publisher publisher and developer sandlot announceda digital deluxe edition will also be available for yen which includes the game season pass and a number of other bonusesplaystation store preorders will begin on april at a yen discount price for the standard edition and yen for the deluxe edition preorders include the wing diver support equipment reverse core ntypeusers who purchase the playstation version will be able to upgrade to the playstation version and both versions support up to four players crossplatform multiplayer the playstation version will be playable at resolutionfirstprint copies of the game will include decoys of hololive virtual youtubers ookami mio shirakami fubuki and nakiri ayame a decoy is a balloon that acts as a decoy to draw the enemys attentionthe following retailerspecific purchase bonuses will also be availableplaystation storeair raider piloted weapon combat frame nix metal coatranger piloted weapon blacker number web shopfencer weapon onee chanbara origin disguised body pillowranger weapon aerial reversal mogeowing diver independent operation equipment handy saber weapon fang brokenyodobashi camerafencer upgrade parts gunners skeletonjoshinranger weapon binary bulletwatch a new trailer and the archive for the latest earth defense force official live stream below view a new set of screenshots at the gallery,en,139,Positive
gematsu,2022/05/04,https://www.gematsu.com/2021/06/open-forum-342#comment-5846885876,Open Forum #342,welcome to the open forum your domain to discuss almost anything and everythingthe usual community guidelines still apply please also take careful note of the followingplease flag any comment that does not follow these rulesthank you,en,34,Positive
