Keyword,Language,Username,Location,Hashtags,Fulltext,Create at,Sentiment Value,Sentiment,Totalretweet,Totalfavorite
Valorant,En,AndresRozeS,,[],"@cjgran54 @JustaMinx @sinatraa im not defending sinatraa idiot, i actually dont know if he did it or not, right not so far has not being prove so u can say he did it thats it, if he really did it u can shit on him as much as u want i dont care, but right now the guy only wants to play valorant so just chill",04/15/2022,-0.01571428571428571,negative,0,2
Valorant,En,mattchewchoi,United States,[],back to the valorant grind... !day80 https://t.co/WaoONVAWPl,04/15/2022,0.0,neutral,1,0
Valorant,En,Rainn2x, FL,[],got my clips fuxk valorant https://t.co/zN3LC2vQK5,04/15/2022,0.0,neutral,1,3
Valorant,En,CamoNasty,"Virginia, USA",[],I need a Valorant partner!,04/15/2022,0.0,neutral,0,0
Valorant,En,Rpeallz,westbumble,[],"@tweezyna i stopped playing cod and it’s been enjoyable valorant, apex, fortnite, lol, and bo3 just playing for fun have made steaming and playing games more enjoyable and not feeling so stressed out and worrying about anything",04/15/2022,0.52,positive,0,1
Valorant,En,Heallsspace,,[],"We're playing Valorant with @falsekingdomOR Get your butts in here now!
https://t.co/Qw7MqvKEVY",04/15/2022,0.0,neutral,1,4
Valorant,En,LilRedFoxxi,,['VALORANT'],"Friendly skye flashes our team 
Me: You know I've always wanted to be flashed by a hot redhead but not while I'm ACTIVELY BEING SHOT AT. 
#VALORANT",04/15/2022,0.1638888888888889,positive,0,5
Valorant,En,ball_ops,MA 🔜 Florida USA 🇺🇸,[],"@tomaselli_nick @builtbygamers @campayne Hey for me Basketball, Valorant &amp; BBG doesn’t get any better than that…🥰",04/15/2022,0.5,positive,0,3
Valorant,En,harswrld,19 | she/her,[],just valorant things https://t.co/lmWFpUGMyG,04/15/2022,0.0,neutral,0,2
Valorant,En,sophiavtuber,,[],hate that i cant play comp by myself without getting bullied! so epic. thanks valorant!,04/15/2022,-0.21666666666666667,negative,0,2
Valorant,En,lionaddd,19 oce,[],just say iron-plat valorant https://t.co/74ZzMJa039,04/15/2022,0.0,neutral,0,1
Valorant,En,ItsMandoBaby,,[],@TeamSynergy VALORANT player right here 😎,04/15/2022,0.2857142857142857,positive,0,2
Valorant,En,gervgavv,,[],"@ily4len @coolestkate @colinsbad @Douryy ok again I really don’t know about the case, was just saying that I feel like it would be a smart idea to deactivate, I’m literally bronze 3 and don’t pay attention to what happens in the valorant scene so I didnt know she said that👍🏼",04/15/2022,0.30476190476190473,positive,0,0
Valorant,En,NeroSeb,"Lausanne, Suisse",[],Cool little valorant clip with the boys :D https://t.co/zinva59B6w,04/15/2022,0.3875,positive,0,3
Valorant,En,tofupIays,sʜᴇ/ʜᴇʀ.  | z,[],i hate the valorant gods for putting the knife I’ve been wanting for months in my shop on a day that I have no money.,04/15/2022,-0.8,negative,0,2
Valorant,En,KatanaGGs,alana daydream kaine spy ethan,[],Valorant Twitter makes me cringe.,04/15/2022,0.0,neutral,0,1
Valorant,En,DwayneVelez,,[],It’s because I’m playing valorant,04/15/2022,0.0,neutral,0,1
Valorant,En,ItsTsunamiCat,Twitch: itsTsunamiCat,[],"@takatician oo ok! i was just checking if you played NA and not like EU or something XD 

dm me your valorant tag so we can play sometime!!",04/15/2022,0.9765625,positive,0,0
Valorant,En,qNekoLee,"Ontario, CA",[],"Valorant is throwing no cyap skull emoji times 10 

But actually what the fuck https://t.co/EBhjRP3Xm6",04/15/2022,-0.2,negative,0,6
Valorant,En,BOOTSNBOMBS,"Any pronouns, 17.",['Valorant'],"I wasted my ult.. #Valorant

🔗 https://t.co/asNzLOvlZw https://t.co/CtL1Atwg1D",04/15/2022,-0.2,negative,0,1
Valorant,En,STZx20,twin cities,[],@parallelando i simply would play Valorant instead,04/15/2022,0.0,neutral,0,1
