Keyword,Language,Username,Location,Hashtags,Fulltext,Create at,Sentiment Value,Sentiment,Totalretweet,Totalfavorite
#BTC,en,TraderWisdom,"Seattle, WA","['FTT', 'BTC', 'ETH']","#FTT - long alert 🤑💵

Exchange     : FTX
Market         : $FTT - $USD
Volume        : $233,633
Price            : $41.030

$BTC #BTC $ETH #ETH

For live Whale Trade Flow, check - https://t.co/qEq8Ymgdoc https://t.co/BvASp4lw5Z",04/24/2022,0.043181818181818175,positive,0,0
#BTC,en,NFTwelfare,everywhere,"['nft', 'nfts', 'NFTshill', 'NFTdrops', 'NFTCommunity', 'NFTGiveaway', 'nftart', 'APECOIN', 'btc', 'Bitcoin']","NFTwelfare Daily Artwork @NFTwelfare
#nft #nfts #NFTshill #NFTdrops #NFTCommunity #NFTGiveaway #nftart #APECOIN #btc #Bitcoin drop that NFT https://t.co/0iinISNmZz",04/24/2022,0.0,neutral,1,6
#BTC,en,bonashom,Venezuela ,"['GiveawayAlert', 'Giveaways', 'cryptocurrency', 'BTC', 'ETH', 'BNB', 'Pokemon', 'DelibirdClub']","@DelibirdClub Awesome Bro 

@puresa12 
@MAndreinaY5 

#GiveawayAlert #Giveaways #cryptocurrency #BTC #ETH #BNB  #Pokemon #DelibirdClub",04/24/2022,1.0,positive,0,1
#BTC,en,OsasYoung4,,"['aquagoat', 'aquagoatswap', 'bnb', 'aquabsc', 'eth', 'btc', 'PancakeSwap']","@Cryptofam3 @BUSDBuffet The best project 🥳🥳 I have seen so far is #aquagoat 🥳🥳🥳🥳🥳  

3 days to go for #aquagoatswap #bnb #aquabsc #eth #btc #PancakeSwap ✅🥳🥳🥳 https://t.co/DpxkHnaEzc",04/24/2022,0.55,positive,0,0
#BTC,en,sobriosun,,"['Bitcoin', 'BTC', 'LN', 'LightningNetwork', 'boltcoiner']","I am claiming my free Lightning sats from @_bitcoiner's zesty faucet! ⚡

@boltcoiner unlock me 7a9fca0b-9c7c-485f-a1ab-a1e6236f5fa7

#Bitcoin #BTC #LN #LightningNetwork #boltcoiner
https://t.co/sGhPs9XdEr",04/24/2022,0.5,positive,0,0
#BTC,en,cryptoalerted,USA,"['THEOS', 'crypto', 'bitcoin', 'cryptocurrency', 'btc', 'ethereum', 'blockchain', 'eth', 'trading', 'altcoin', 'binance', 'cryptonews']",Theos (THEOS) went down 11.4 percent in the last 1 minutes on https://t.co/rgEAV9gIXu. #THEOS #crypto #bitcoin #cryptocurrency #btc #ethereum #blockchain #eth #trading #altcoin #binance #cryptonews,04/24/2022,-0.07777777777777779,negative,0,0
#BTC,en,RixxTech,Def City,"['blockchain', 'crypto', 'cryptocurrency', 'kripto', 'kriptopara', 'trading', 'rixx', 'binance', 'bnb', 'bitcoin', 'btc', 'ethereum', 'eth']",4 hour top movers report #blockchain #crypto #cryptocurrency #kripto #kriptopara #trading #rixx #binance #bnb #bitcoin #btc #ethereum #eth https://t.co/PBuYwXAbAg,04/24/2022,0.5,positive,0,0
#BTC,en,uniquemodelcomp,,"['pandagirl', 'nft', 'nftart', 'giveaway', 'BTC', 'ADA', 'ETH', 'SHIB', 'babydoge']",PandaGirl is a good project and on the verge of launching there nft and the minting date is 04/29 # @pandagirltoken #pandagirl #nft #nftart #giveaway #BTC #ADA #ETH #SHIB #babydoge https://t.co/IwsvshNgX8 https://t.co/H8jgdKu8O3,04/24/2022,0.7,positive,0,0
#BTC,en,CryptoCowboys76,"Los Angeles, CA","['CRO', 'Bitcoin', 'ELON', 'SpaceX', 'AMC', 'BTC', 'web3', 'BSC', 'Metaverse', 'ADA', 'SHIBA', 'P2E', 'DeFi', 'BSCgem', 'Crypto', 'AANT', 'AlphaApeNetwork']","@CryptoLegendsGp will be hosting @AlphaApeNetwork AMA Sunday April 24th at 1:30pm EST (17:30 UTC) come join us!

#CRO $ELON $BNB #Bitcoin    #ELON #SpaceX $AMC #AMC $BTC $BNB #BTC $CRO #web3 #BSC #Metaverse #ADA $ADA #SHIBA #P2E #DeFi #BSCgem #Crypto #AANT #AlphaApeNetwork https://t.co/BGP8XRqJ8R",04/24/2022,0.0,neutral,0,0
#BTC,en,Sophiafloki,,"['MultiPlanetary', 'memes', 'Metaverse', 'GameFi', 'SocialFi', 'MAYC', 'BAYC', 'BTC', 'ETH', 'BTCUSDT', 'BTCUSD', 'CryptoNews', 'cryptocurrency', 'Crypto', 'Coinbase']","@realdogen #MultiPlanetary $INUS = #memes+#Metaverse+ #GameFi+ #SocialFi
#MAYC #BAYC #BTC  #ETH #BTCUSDT #BTCUSD #CryptoNews #cryptocurrency #Crypto #Coinbase 
https://t.co/TUqyhnNlR1",04/24/2022,0.0,neutral,2,4
#BTC,en,TheOnlyJerid,Athens Texas,"['BTC', 'Bitcoin', 'Crypto']",And… Action! #BTC #Bitcoin #Crypto https://t.co/dMexhwFV5U,04/24/2022,0.125,positive,0,0
#BTC,en,OsasYoung4,,"['aquagoat', 'aquagoatswap', 'bnb', 'aquabsc', 'eth', 'btc', 'PancakeSwap']","@Brunakhanok The best project 🥳🥳 I have seen so far is #aquagoat 🥳🥳🥳🥳🥳  

3 days to go for #aquagoatswap #bnb #aquabsc #eth #btc #PancakeSwap ✅🥳🥳🥳 https://t.co/P4ZGsKwgUm",04/24/2022,0.55,positive,0,0
#BTC,en,VeeKnowsCryptos,,"['Cryptos', 'BTC', 'ethereum', 'BNB', 'XRP', 'altcoin']","tokenviz: 🌕 Biggest #Cryptos 1-Day Volume

#BTC: $39,816.36 (+0.26%)
#ethereum: $2,955.46 (−0.10%)
$BCH: $315.8 (−1.28%)
#BNB: $404.2 (−0.69%)
#XRP: $0.7119 (−1.06%)

👉 Follow to bring #altcoin dashboard right to your feed. https://t.co/0TuRlD6mak",04/24/2022,0.2857142857142857,positive,0,1
#BTC,en,AnitahM00,In God's Hands🙏🏻,['BTC'],@pulte Ty!!  Would love some #BTC $JoyFire5,04/24/2022,0.5,positive,0,0
#BTC,en,jpcm2004_nft,CANCUN- MEXICO 🇲🇽,"['NFTCommunity', 'nftcollectors', 'love', 'invest', 'photo', 'BTC', 'ETH', 'follo4folloback', 'instagood', 'art', 'digitalart', 'NFTdrop', 'nftdroptwitter', 'USA', 'Japan', 'Taiwan', 'nftwomen', 'NFTworld']","Tatiana ♥️Check out my NFT listing on OpenSea! https://t.co/LdqQRGVBMw via @opensea 
#NFTCommunity #nftcollectors #love #invest #photo #BTC #ETH #follo4folloback #instagood #art #digitalart #NFTdrop #nftdroptwitter #USA #Japan #Taiwan #nftwomen #NFTworld https://t.co/B2QBR2Em6D",04/24/2022,0.5,positive,1,6
#BTC,en,CryptoReady11,United Kingdom ,"['XRP', 'BTC', 'ETH']","Just-In: Fearing Sanctions, U.S. Crypto Miner Seeks Hasty Exit From Russia.

#XRP #BTC #ETH 

https://t.co/I6D01gbxnv",04/24/2022,0.0,neutral,0,2
#BTC,en,DJBravoCrypto,United States ( USA ) ,"['BTC', 'BITCOIN', 'CRYPTO']",Rumors that Michael Saylor sold his #BTC strengthening. (#BITCOIN #CRYPTO),04/24/2022,0.0,neutral,0,5
