Keyword,Language,Username,Location,Hashtags,Fulltext,Create at,Sentiment,Totalretweet,Totalfavorite
งาน,th,1000Mark3,"อ.อรัญประเทศ, จ.สระแก้ว",[],@namicecool งานดีไม่เบาเลยนิพี่...555,04/23/2022,positive,0,0
งาน,th,Brittan84932481,,"['รับงานบางวัว', 'รับงานเวลโกรว์']","เขียนชัดเจนยังไม่รู้เรื่อง

ตรงปก..รูปจริง.ไม่ส่งรูปตรงปก

#รับงานบางวัว #รับงานเวลโกรว์ 
1พัน1ชม.ไม่จำกัดนำ้..เรื่องเยอะไปไกรๆ
🆔Rat2851 📞0933856935
ขอขึ้นงานกับคนรู้เรื่องค่ะเขียนขนาดนี้มันยังำม่ลืมตาอ่าน..!! https://t.co/X81IDq0tbb",04/23/2022,negative,0,0
งาน,th,rabngan08064303,,['รับงานขอนแก่น'],"#รับงานขอนแก่น

ไอดี:wayy2021🌈🌈🌷
มีน้องให้เลีอกเยอะ บริการดี รับงานขอนแก่น",04/23/2022,positive,0,1
งาน,th,julyonenpjuuu,ถ้าเป็นจริงก็คงดี,[],@Fujin_fu หมึกนายใจเย็นก่อนอย่าเพิ่งลาออกจากงาน555555555555 รู้ว่านายไม่ได้ติดเกมเราเชื่อนายนะแต่พักผ่อนด้วยนะคะหมึกเป็นห่วงนะ😂แต่เกมมันดีๆ ตอนนี้ไม่รู้จะฝันดีหรืออรุณสวัสดิ์ก่อนดีนะแต่ยังไงก็อย่าหม่ำข้าวแล้วก็สู้ๆกับงานน้า💜💪🏻✨,04/23/2022,positive,0,1
งาน,th,pupe6996,,"['รับงานเมืองทอง', 'รับงานปากเกร็ด', 'รับงานเมืองทองธานี', 'รับงานแจ้งวัฒนะ', 'รับงานติวานนท์', 'รับงานหลักสี่', 'รับงานดอนเมือง', 'รับงานรังสิต']","หญิงแท้100%รับงานค่ะ อมสดเลียได้จูบได้ 1000รวมห้องน้ำฟรีถุง#รับงานนนทบุรี #รับงานเมืองทอง #รับงานปากเกร็ด #รับงานเมืองทองธานี #รับงานแจ้งวัฒนะ #รับงานติวานนท์ #รับงานหลักสี่ #รับงานดอนเมือง #รับงานรังสิต 
อยากโดนลงลิ้นจัง ทักมานะคะ 😘😘😘 id  0922937110",04/23/2022,negative,0,0
งาน,th,HaveNoOneButMe,คาร์หลักในลิ้งค์ 👉,[],"|| งานสู้แต่แซมมี่สู้กลับ

แต่งานไม่ต้องสู้แซมมี่แล้วนะ ทำไมคนเราต้องมาพิมพ์ต่อกแต่กๆนิ้วแทบยอกกับอะไรที่ไม่ใช่โรลด้วยนะ😔",04/23/2022,positive,0,0
งาน,th,BB25997,พี่แม้กน้องณฐ,['แม้กกี้กู้ดมอนิ่ง'],@MMaxmaxxxx เป็นเช้าวันเสาร์ที่ดีจริงๆด้วย เข่าพี่แม้กดีขึ้นก็ดีใจฝุดๆ งานวันนี้ก็ขอให้ราบรื่นนะคะ✌️ #แม้กกี้กู้ดมอนิ่ง,04/23/2022,positive,0,0
งาน,th,wbpyk_,,[],ไม่ได้ดุกุ้ดเดย์นาน เดี๋ยวนี้เค้าใส่เครดิตทีมงานท้ายคลิปด้วย ดีอ่ะ,04/23/2022,positive,0,0
งาน,th,saa_k3n,?,['KhaojaoFA'],มัมหมีคนนี้สู้ชีวิตมาก สนใจมาเป็นมัมหมีน้องจ้าวกันไหมคะ😩 (งานเผา)#KhaojaoFA https://t.co/ybfYAtDcnN,04/23/2022,positive,2,8
งาน,th,NxngLis,,['รับงานขอนแก่น'],"#รับงานขอนแก่น

ไอดี:wayy2021🌈🌈☘️
มีน้องให้เลีอกเยอะ บริการดี รับงานขอนแก่น",04/23/2022,positive,0,0
งาน,th,yuanpatcafe_BK,"กรุงเทพมหานคร, ประเทศไทย",['GrowtogetherwithYuanPat'],"🤩 มาแล้วค่ะ สำหรับวิธีการเดินทางจาก mrt สามย่านเพื่อไปขึ้นวิน ไปงาน #GrowtogetherwithYuanPat  🧸🐰 

ปล.ไม่มีวินที่ทางออก 1 แล้วค่ะ 🙇🏻‍♀️ https://t.co/xA4xkaQCzG",04/23/2022,neutral,119,89
