Keyword,Language,Username,Location,Hashtags,Fulltext,Create at,Sentiment,Totalretweet,Totalfavorite
งาน,th,mymainmetawin,,[],@dunknatachai ดูสดต่อด้วยย้อนหลัง ตามไปเก็บรายละเอียดงานสายตา ฟินมากเด้อ,04/30/2022,positive,0,0
งาน,th,sundod2999,,"['OurTime', 'มิวศุภศิษฏ์', 'MewSuppasit', 'TheOceanEyes']","Good Mewning MewMew
งานแน่นๆ ขอให้สำเร็จราบรื่นทั้งเดือนเลยนะครับ🙏
#OurTime
#มิวศุภศิษฏ์
@MSuppasit 
#MewSuppasit 
#TheOceanEyes https://t.co/ITXb90fmOe",04/30/2022,positive,21,14
งาน,th,bbcandles_,not daijoubu,[],ลพแม่งไม่ยอมเอามังงะลงเว็บสักทีแต่เวลามีงานหนังสือนะ อ่อ ไปโผล่เป็นร้อยๆเล่ม 🙄,04/30/2022,negative,0,0
งาน,th,Kim_jinjung,Spain,['RM'],"งาน 'Poetics of Senses' 🖼 กำลังได้รับความนิยมเป็นอย่างมาก หลังจากพี่นัมจุนโพสต์ลงไอจี  ผู้จัดงานบอกว่า “นอกจากผลงานของปรมาจารย์ด้านสถาปัตยกรรม การมาของ #RM ก็ได้รับความสนใจไม่แพ้กัน เชื่อว่านิทรรศการนี้จะเป็นจุดเริ่มต้นให้เราได้เพิ่มความสนใจในศิลปะสมัยใหม่เกาหลีแก่ผู้คนมากขึ้น"" https://t.co/7rFdNZDKTx",04/30/2022,positive,37,41
งาน,th,mili66596878,,['รับงานราชบุรี'],"ว่างอยู่นะคะ #รับงานราชบุรี
ตัวจริงตรงตามรูปค่ะ
💓
 งานดีนมแท้ l2oo ฟรีห้อง 
💚
🆔 ming848
.
🙊🙊",04/30/2022,positive,0,0
งาน,th,blockonthebeach,,[],"Block on the Beach โอกาสที่คุณจะได้กระทบไหล่ตัวจริงในวงการ 
สำหรับ CEO ที่สนใจอยากจะเอาบล็อกเชนมาช่วยยกระดับธุรกิจ แต่ยังคิดไม่ออกว่าจะเริ่มยังไง จะเอาไปใช้ทำอะไรได้บ้าง ต้องมาหาคำตอบที่งาน Block on the Beach สามารถซื้อบัตรเข้าร่วมงานได้ที่ : https://t.co/wmIjDdXdGV https://t.co/DWco9gPtZG",04/30/2022,positive,0,0
งาน,th,Hungrybearz0502,,[],🙏วันนี้แวะมาทำบุญวันเกิดตอนเช้าวันเกิดปีนี้30แล้ว🤣 ขอให้พีชชี่(ตัวชั้นเอง) การงานรุ่งเรือง เฮงๆรวยๆ ขอให้หาแฟนได้ด้วยจะดีมากค่ะ555 https://t.co/6AJNSmBGnK,04/30/2022,positive,6,23
งาน,th,mili66596878,,['รับงานราชบุรี'],"ว่างอยู่นะคะ #รับงานราชบุรี
ตัวจริงตรงตามรูปค่ะ
💓
 งานดีนมแท้ l2oo ฟรีห้อง 
💚
🆔 ming848
.
😻😻",04/30/2022,positive,0,0
งาน,th,Richiee2973528,"กรุงเทพมหานคร, ประเทศไทย","['รับงานหาดใหญ่', 'รับงานสงขลา', 'รับงานสุราษฎร์ธานี', 'รับงานพัทลุง', 'รับงานตรัง', 'รับงานภูเก็ต']","วันนี้มีโปรไม่จำกัดน้ำ💦รีบทักมานะคะหนุ่มๆ🥰

🆔 ponlada_a 👈 ติดต่องานตรงแอดไลน์มานะคะ

#รับงานหาดใหญ่ #รับงานสงขลา #รับงานสุราษฎร์ธานี #รับงานพัทลุง #รับงานตรัง #รับงานภูเก็ต https://t.co/cfsEwkn561",04/30/2022,neutral,10,104
งาน,th,THONkrub,,[],@NK_abcdz @sandandee @PansonEkapan @guangne @kamphaka แม่งไร้ผลงาน,04/30/2022,negative,0,0
